locname,nfil,alias,xcr,ycr,firstdate,lastdate,nyears,yearspan
B01C0008,1,01CP9008,145980.0,601476.0,1994-05-31,2018-09-08,25,25
B01C0009,1,01CP9009,145959.0,601157.0,1994-05-31,2018-09-08,25,25
B01C0010,1,01CP9010,146005.0,600532.0,1994-05-31,2018-09-08,25,25
B01C0013,1,01CP0001,144820.0,600965.0,1968-04-15,2016-04-24,39,49
B01C0017,1,01CL0005,149100.0,602150.0,1954-06-15,2000-09-19,46,47
B01C0018,1,01CL0007,146123.0,601167.0,1954-06-15,2018-09-08,63,65
B01C0019,1,01CL0008,148180.0,601440.0,1954-06-15,1968-03-15,14,15
B01C0020,1,01CL0008,148180.0,601410.0,1972-04-17,2000-09-19,29,29
B01C0021,1,01CL0009,149300.0,601720.0,1954-06-15,1971-07-15,17,18
B01C0022,1,01CL0009,149260.0,601750.0,1972-04-17,2000-09-19,29,29
B01C0023,1,01CL0010,149200.0,601380.0,1954-06-15,2000-09-19,46,47
B01C0024,1,01CL0011,149300.0,601140.0,1954-06-15,2000-09-19,43,47
B01C0025,1,01CL0013,143080.0,600320.0,1955-10-14,2011-03-30,57,57
B01C0027,1,01CL0016,145940.0,600260.0,1954-06-15,1969-12-15,16,16
B01C0028,1,01CL0016,145930.0,600310.0,1972-05-14,2000-09-19,29,29
B01C0029,1,01CL0017,145996.0,600632.0,1954-06-15,2018-09-08,63,65
B01C0030,1,01CL0018,146100.0,600040.0,1954-06-15,1969-12-15,16,16
B01C0031,1,01CL0019,147080.0,600920.0,1954-06-15,2000-09-19,46,47
B01C0032,1,01CL0020,147750.0,600570.0,1954-06-15,1960-02-14,7,7
B01C0033,1,01CL0020,147750.0,600580.0,1961-01-13,2000-09-19,40,40
B01C0034,1,01CL0021,148200.0,600050.0,1954-06-15,1955-08-24,2,2
B01C0035,1,01CL0021,148200.0,600040.0,1961-01-14,1995-05-01,34,35
B01C0036,1,01CL0022,149340.0,600800.0,1954-06-15,1957-01-14,4,4
B01C0037,1,01CL0022,149320.0,600780.0,1961-01-14,2000-09-19,40,40
B01C0038,1,01CL0023,149430.0,600450.0,1954-06-15,2000-08-28,46,47
B01C0039,1,01CL0024,149540.0,600180.0,1954-06-15,1985-10-28,32,32
B01C0040,2,01CP7001,147390.0,601440.0,1996-05-30,2019-10-01,24,24
B01C0041,2,01CP7002,149800.0,601700.0,1996-05-28,2005-03-14,10,10
B01C0042,2,01CP7003,143880.0,600080.0,1996-05-30,2005-04-25,10,10
B01C0043,2,01CP7004,146119.0,601154.0,1996-05-30,2019-10-01,24,24
B01C0044,2,01CP7005,145987.0,600861.0,1996-05-28,2019-10-01,24,24
B01C0045,3,01CP7006,146464.0,600133.0,1996-05-30,2019-10-01,24,24
B01C0046,3,01CP7007,146536.0,600101.0,1996-05-30,2019-10-01,24,24
B01C0047,3,01CP7008,146632.0,600075.0,1996-05-28,2019-10-01,24,24
B01C0048,3,01CP7009,146682.0,600040.0,1996-05-28,2019-10-01,24,24
B01C0049,1,01CP7010,144996.0,600191.0,1996-05-30,2019-10-01,24,24
B01C0050,2,01CP7011,146266.0,600730.0,1996-05-30,2019-10-01,24,24
B01C0056,1,,145993.0,600868.0,2005-09-14,2019-10-01,15,15
B01C0057,1,,146003.0,600876.0,2005-09-14,2019-10-01,15,15
B01C0167,1,,145764.0,600794.0,2011-09-15,2019-10-01,9,9
B01C0168,1,,145760.0,601456.0,2011-09-15,2019-10-01,9,9
B01C0169,1,,146665.0,601063.0,2011-09-15,2019-10-01,9,9
B01C0170,2,,147025.0,600900.0,2011-09-15,2014-02-26,4,4
B01C0171,1,,147526.0,601361.0,2012-01-26,2019-10-29,8,8
B01C0172,1,,148262.0,601863.0,2012-01-26,2019-10-29,8,8
B01C0173,1,,148254.0,601564.0,2012-01-26,2018-12-12,7,7
B01C0174,1,,147594.0,600516.0,2011-09-15,2019-10-01,9,9
B01C0175,1,,147790.0,600405.0,2012-01-26,2019-10-29,8,8
B01C0176,1,,146245.0,600198.0,2012-01-26,2019-10-29,8,8
B01D0004,1,01DB0004,152070.0,601170.0,1952-02-14,1979-10-29,28,28
B01D0033,3,01DP9033,152557.0,600998.0,1994-05-30,2018-09-07,25,25
B01D0034,1,01DP9034,152556.0,600147.0,1994-05-30,2018-09-05,23,25
B01D0035,1,01DP9035,152263.0,600503.0,1994-05-30,2018-09-05,24,25
B01D0036,2,01DP9036,151997.0,601948.0,1994-05-31,2018-09-05,25,25
B01D0037,2,01DP9037,151876.0,602773.0,1994-05-31,2018-09-05,25,25
B01D0038,2,01DP9001,154950.0,603713.0,1997-08-28,2018-09-05,22,22
B01D0039,2,01DP9002,154917.0,602471.0,1997-08-28,2018-09-05,22,22
B01D0040,1,01DL9038,151388.0,602875.0,2002-07-11,2018-09-05,17,17
B01D0041,1,01DL0001,157000.0,604560.0,1955-10-14,2000-09-18,46,46
B01D0042,1,01DL0002,157200.0,604500.0,1955-10-14,2000-09-18,46,46
B01D0043,1,01DL0003,157630.0,604590.0,1955-10-14,2000-09-18,46,46
B01D0044,1,01DL0005,151320.0,603060.0,1955-10-14,2002-06-27,48,48
B01D0045,1,01DL0006,152680.0,603220.0,1954-06-15,1968-02-14,15,15
B01D0046,1,01DL0006,152920.0,603040.0,1972-04-17,1994-05-29,23,23
B01D0047,1,01DL0006,152900.0,603040.0,1994-06-14,2000-09-19,7,7
B01D0048,1,01DL0007,154520.0,603940.0,1954-06-15,1971-09-14,18,18
B01D0049,1,01DL0007,154690.0,603950.0,1972-04-17,1977-11-14,6,6
B01D0050,1,01DL0008,154980.0,603150.0,1954-06-15,2000-09-19,47,47
B01D0051,1,01DL0010,155350.0,604020.0,1954-06-15,1960-01-28,7,7
B01D0052,1,01DL0010,155360.0,603980.0,1961-01-14,1979-07-28,18,19
B01D0053,1,01DL0011,155060.0,603600.0,1954-06-15,2000-09-19,47,47
B01D0054,1,01DL0012,156860.0,603580.0,1955-10-14,2000-09-18,46,46
B01D0055,1,01DL0013,157040.0,603530.0,1955-10-14,1980-09-29,26,26
B01D0056,1,01DL0014,150890.0,602860.0,1955-10-14,2000-09-19,46,46
B01D0057,1,01DL0016,151450.0,602860.0,1954-06-15,1972-04-17,19,19
B01D0058,1,01DL0017,151770.0,602660.0,1954-06-15,2011-03-30,58,58
B01D0059,1,01DL0018,151080.0,602140.0,1955-10-14,2000-09-19,46,46
B01D0060,1,01DL0019,152040.0,602480.0,1954-06-15,1965-10-14,12,12
B01D0061,1,01DL0019,152100.0,602430.0,1966-04-14,2000-09-19,35,35
B01D0062,1,01DL0020,155000.0,602860.0,1954-06-15,2000-09-19,47,47
B01D0063,1,01DL0021,154990.0,602530.0,1954-06-15,2000-09-19,47,47
B01D0064,1,01DL0023,155050.0,602230.0,1954-06-15,1962-11-14,9,9
B01D0065,1,01DL0023,155050.0,602210.0,1963-07-15,1982-02-15,20,20
B01D0066,1,01DL0023,154960.0,602200.0,1982-06-14,2000-09-14,18,19
B01D0067,1,01DL0024,155120.0,602040.0,1954-06-15,2000-09-14,45,47
B01D0068,1,01DL0025,156300.0,602480.0,1955-10-14,2000-09-18,46,46
B01D0069,1,01DL0026,156940.0,602630.0,1955-10-14,2000-09-18,46,46
B01D0070,1,01DL0027,156830.0,602520.0,1955-10-14,2000-09-18,46,46
B01D0071,1,01DL0028,157280.0,602440.0,1955-10-14,2000-09-18,46,46
B01D0072,1,01DL0029,157940.0,602620.0,1955-10-14,2000-09-18,46,46
B01D0073,1,01DL0031,151938.0,601899.0,1954-06-15,2018-09-05,65,65
B01D0074,1,01DL0032,152880.0,601790.0,1954-06-15,1970-06-15,17,17
B01D0075,1,01DL0032,152880.0,601800.0,1972-04-17,2011-03-30,40,40
B01D0076,1,01DL0033,152290.0,601450.0,1954-06-15,1982-05-14,29,29
B01D0077,1,01DL0033,152300.0,601460.0,1982-06-14,2000-09-14,18,19
B01D0078,1,,,,1954-06-15,1987-04-14,32,34
B01D0079,1,01DL0034,152380.0,601210.0,1991-12-17,2018-09-07,27,28
B01D0080,1,01DL0035,153140.0,601210.0,1954-06-15,1992-12-14,39,39
B01D0081,1,01DL0036,153850.0,601290.0,1954-06-15,2000-09-14,45,47
B01D0082,1,01DL0037,153990.0,601850.0,1954-06-15,1963-05-14,9,10
B01D0083,1,01DL0037,154000.0,601860.0,1963-07-15,1993-01-15,31,31
B01D0084,1,01DL0037,154000.0,601840.0,1994-06-14,2000-09-14,6,7
B01D0085,1,01DL0038,152240.0,600490.0,1954-06-15,1992-03-14,39,39
B01D0086,1,01DL0039,152570.0,600160.0,1954-06-15,1992-03-14,39,39
B01D0087,1,01DL0040,152330.0,602800.0,1972-04-28,1994-05-29,23,23
B01D0088,1,01DL0040,152330.0,602870.0,1994-06-14,2000-09-19,7,7
B01D0089,1,01DL0041,150960.0,601100.0,1980-02-14,2000-09-18,21,21
B01D0090,1,01DL9034,152575.0,600161.0,1994-05-30,1994-11-15,1,1
B01D0091,1,01DL9034,152600.0,600150.0,1996-01-02,2018-09-05,22,23
B01D0092,1,01DL9035,152287.0,600522.0,1994-05-30,2018-09-05,24,25
B01D0093,3,01DP7000,151300.0,602770.0,1991-06-13,1996-04-15,6,6
B01D0094,1,01DP7000,151260.0,602770.0,1996-06-28,2005-03-14,10,10
B01D0095,3,01DP7001,151300.0,602720.0,1991-06-13,1996-04-15,6,6
B01D0096,3,01DP7002,151130.0,602730.0,1991-06-13,1993-06-28,3,3
B01D0097,3,01DP7003,150970.0,602720.0,1991-06-13,1994-10-27,4,4
B01D0098,1,01DP7003,150800.0,602740.0,1996-05-28,2005-03-14,10,10
B01D0099,3,01DP7004,150960.0,602590.0,1991-06-13,1996-04-15,6,6
B01D0100,3,01DP7005,150990.0,602570.0,1991-06-13,1996-04-15,6,6
B01D0101,1,01DP7005,150800.0,602650.0,1996-05-28,2005-03-14,10,10
B01D0102,3,01DP7006,150880.0,602730.0,1991-06-13,1995-04-28,5,5
B01D0103,3,01DP7007,151350.0,602780.0,1991-06-13,1995-08-15,5,5
B01D0104,3,01DP7008,151130.0,602670.0,1991-06-13,1996-04-15,6,6
B01D0105,2,01DP7009,150449.0,601762.0,1996-05-28,2005-03-14,10,10
B01D0106,2,01DP7010,150800.0,601250.0,1996-05-28,2005-03-14,10,10
B01D0107,1,01DP7011,155130.0,603260.0,1996-05-28,2005-04-25,10,10
B01D0108,1,01DP7012,155300.0,603450.0,1996-05-28,2005-04-25,10,10
B01D0109,1,01DP7013,155380.0,603550.0,1996-05-28,2005-04-25,10,10
B01D0110,1,01DP7014,155400.0,603620.0,1996-05-28,2005-04-25,10,10
B01D0111,1,01DP7015,155460.0,603660.0,1996-05-28,2005-04-25,10,10
B01D0112,1,01DP7016,155700.0,603735.0,1996-05-28,2005-04-25,10,10
B01D0113,1,01DP7017,155915.0,603745.0,1996-05-28,2005-04-25,10,10
B01D0114,1,01DP7018,156060.0,603730.0,1996-05-28,2005-04-25,10,10
B01D0115,1,01DP7019,156100.0,603740.0,1996-05-28,2005-04-25,10,10
B01D0116,1,01DP7020,156140.0,603750.0,1996-05-28,2005-04-25,10,10
B01D0117,1,01DP7021,155740.0,603015.0,1996-05-28,2005-04-25,10,10
B01D0118,1,01DP7022,155820.0,603080.0,1996-05-28,2005-03-14,10,10
B01D0119,1,01DP7023,155835.0,603095.0,1996-05-28,2005-03-14,10,10
B01D0120,1,01DP7024,155990.0,603190.0,1996-05-28,2005-03-14,10,10
B01D0121,1,01DP7025,156110.0,603320.0,1996-05-28,2005-03-14,10,10
B01D0122,1,01DP7026,156200.0,603400.0,1996-05-28,2005-03-14,10,10
B01D0123,1,01DP7027,156285.0,603420.0,1996-05-28,2005-03-14,10,10
B01D0124,1,01DP7028,156315.0,603420.0,1996-05-28,2005-03-14,10,10
B01D0125,1,01DP7029,156460.0,603440.0,1996-05-28,2005-03-14,10,10
B01D0126,1,01DP7030,155960.0,602950.0,1996-05-28,2005-04-25,10,10
B01D0127,1,01DP7031,155980.0,602970.0,1996-05-28,2005-04-25,10,10
B01D0128,1,01DP7032,156060.0,603040.0,1996-05-28,2005-04-25,10,10
B01D0129,1,01DP7033,156139.0,603016.0,1996-05-28,2019-10-01,24,24
B01D0130,1,01DP7034,156240.0,602960.0,1996-05-28,2005-04-25,10,10
B01D0131,1,01DP7035,156260.0,602960.0,1996-05-28,2009-03-27,14,14
B01D0132,1,01DP7036,156440.0,602870.0,1996-05-28,2005-04-25,10,10
B01D0133,1,01DP7037,155960.0,602650.0,1996-05-28,2005-04-25,10,10
B01D0134,1,01DP7038,155930.0,602630.0,1996-05-28,2005-04-25,10,10
B01D0135,1,01DP7039,156020.0,602610.0,1996-05-28,2005-04-25,10,10
B01D0136,1,01DP7040,156120.0,602530.0,1996-05-28,2005-04-25,10,10
B01D0137,1,01DP7048,155920.0,602920.0,1998-11-12,2004-12-28,7,7
B01D0138,2,01DP7049,153428.0,603343.0,1993-04-15,2005-02-28,12,13
B01D0139,4,01DP7050,154494.0,603015.0,1993-04-15,2005-02-28,12,13
B01D0140,2,01DP7051,154468.0,603119.0,1993-04-15,2005-02-28,12,13
B01D0141,2,01DP7052,156320.0,604081.0,1993-04-15,2005-02-28,12,13
B01D0142,3,01DP7053,156361.0,604457.0,1993-04-15,2005-02-28,12,13
B01D0143,1,,156274.0,602967.0,2005-09-14,2019-10-01,15,15
B01D0144,1,,156151.0,603020.0,2005-09-14,2019-10-01,15,15
B01H0006,1,01HB0006,171720.0,606020.0,1952-02-14,1974-09-16,23,23
B01H0007,1,01HB0007,171800.0,605630.0,1966-06-15,1974-11-01,9,9
B01H0008,1,01HB0008,171799.0,605812.0,1966-06-15,2018-12-31,53,53
B01H0009,1,01HB0009,174910.0,606420.0,1952-02-14,1975-05-16,24,24
B01H0010,2,01HP0010,179590.0,607190.0,1956-12-14,2018-12-31,63,63
B01H0011,2,01HP0011,179850.0,607695.0,1967-01-01,2018-12-31,52,52
B01H0012,2,01HP0012,175860.0,607600.0,1956-12-14,2018-12-31,63,63
B01H0041,4,01HP0041,179250.0,606705.0,1969-05-05,2018-12-31,50,50
B01H0042,4,01HP0042,173710.0,606786.0,1969-05-21,2018-12-31,50,50
B01H0043,3,01HP0043,173410.0,604630.0,1969-12-15,2018-12-31,50,50
B01H0044,2,01HP0044,175281.0,605069.0,1969-12-16,2018-12-31,49,50
B01H0200,1,01HL0001,179050.0,608020.0,1954-05-28,2018-06-04,65,65
B01H0201,1,01HL0002,171980.0,607870.0,1954-06-14,2018-01-02,65,65
B01H0207,1,01HL0019,170920.0,606600.0,1954-05-28,1958-03-14,5,5
B01H0208,1,01HL0019,170860.0,606620.0,1960-04-28,2010-12-31,50,51
B01H0209,1,01HL0020,171740.0,606240.0,1964-09-28,2010-12-31,47,47
B01H0211,1,01HL0024,176020.0,606800.0,1956-11-14,1962-12-14,7,7
B01H0212,1,01HL0024,176020.0,606750.0,1964-10-14,1982-04-28,18,19
B01H0213,1,01HL0024,176160.0,606680.0,1984-12-14,2000-09-14,17,17
B01H0214,1,01HL0025,176930.0,607000.0,1954-05-28,1961-04-28,8,8
B01H0215,1,01HL0025,177000.0,606620.0,1964-12-14,2000-09-14,36,37
B01H0216,1,01HL0026,176370.0,606020.0,1954-05-28,1959-06-14,6,6
B01H0217,1,01HL0026,176370.0,606030.0,1960-04-28,1972-12-14,13,13
B01H0218,1,01HL0026,176300.0,606030.0,1974-10-14,2000-09-14,27,27
B01H0219,1,01HL0027,178370.0,606630.0,1954-05-28,1972-10-13,18,19
B01H0220,1,01HL0027,178280.0,606740.0,1975-01-02,1984-11-14,10,10
B01H0221,1,01HL0027,178300.0,606780.0,1984-11-28,2018-12-31,35,35
B01H0222,1,01HL0028,179960.0,606820.0,1964-10-28,2000-02-28,36,37
B01H0223,1,01HL0029,179050.0,606400.0,1954-05-28,1972-08-28,18,19
B01H0224,1,01HL0029,179040.0,606450.0,1974-10-14,2011-12-31,38,38
B01H0225,1,01HL0030,171160.0,605410.0,1954-05-28,2000-09-14,46,47
B01H0229,1,01HL0037,171980.0,604890.0,1960-04-28,2000-09-14,40,41
B01H0230,1,01HL0038,173590.0,604640.0,1954-05-28,1958-05-14,5,5
B01H0231,1,01HL0038,173430.0,604640.0,1960-04-28,2000-09-14,40,41
B01H0232,1,01HL0039,173250.0,607280.0,1974-10-14,1984-10-15,11,11
B01H0233,1,01HL0039,173280.0,607260.0,1984-12-14,2000-09-14,17,17
B01H0235,1,01HL0044,175290.0,605080.0,1974-10-14,2000-09-14,27,27
B01H0239,1,01HL9001,171722.0,605687.0,1993-12-14,2018-12-31,26,26
B01H0240,1,01HL9002,179525.0,607215.0,1993-12-29,2018-12-31,26,26
B01H0241,1,01HL9003,179794.0,607723.0,1993-12-29,2018-12-31,26,26
B01H0242,2,01HP7000,178775.0,607863.0,1996-11-28,2005-03-29,10,10
B01H0243,2,01HP7001,179222.0,607903.0,1996-11-28,2019-10-24,13,24
B01H0244,1,01HP7002,178794.0,607637.0,1996-11-28,2005-03-29,10,10
B01H0245,2,01HP7003,172891.0,607636.0,1996-11-28,2005-03-29,10,10
B01H0246,2,01HP7004,171851.0,607471.0,1996-11-28,2005-03-29,8,10
B01H0247,1,01HP7005,172705.0,607360.0,1996-11-28,2005-03-29,10,10
B01H0248,1,01HP7006,172597.0,607342.0,1996-11-28,2005-03-29,10,10
B01H0249,1,01HP7007,175983.0,607061.0,1996-11-28,2019-10-24,24,24
B01H0250,1,01HP7008,179255.0,607038.0,1996-11-28,2019-10-24,24,24
B01H0251,2,01HP7009,176366.0,607527.0,1996-11-28,2019-10-24,24,24
B01H0252,1,01HP7010,171940.0,607360.0,1996-11-28,2005-03-29,10,10
B01H0253,1,01HP7011,178936.0,607989.0,1958-04-14,2005-03-29,47,48
B01H0254,1,01HP7012,179464.0,607406.0,1954-05-29,2019-10-24,66,66
B01H0255,1,01HP7013,171996.0,606244.0,1954-05-28,1983-10-14,30,30
B01H0256,1,01HP7013,171996.0,606244.0,1984-12-14,2019-10-24,35,36
B01H0257,1,01HP7014,173770.0,606420.0,1954-05-28,1958-04-14,5,5
B01H0258,1,01HP7014,173350.0,606360.0,1960-04-28,2005-03-29,44,46
B01H0259,1,01HP7015,173920.0,605620.0,1954-05-28,1958-06-28,5,5
B01H0260,1,01HP7015,173770.0,605660.0,1960-02-15,1983-08-15,24,24
B01H0261,1,01HP7015,173763.0,605659.0,1984-12-14,2005-03-29,21,22
B01H0930,1,,179247.0,608034.0,2011-07-13,2018-08-23,8,8
B01H0931,1,,171243.0,607613.0,2011-07-13,2018-08-23,8,8
B01H0932,1,,171029.0,607827.0,2011-07-13,2018-08-23,8,8
B01H0933,1,,178901.0,607124.0,2017-08-14,2019-10-24,3,3
B01H0934,1,,178807.0,607608.0,2017-08-14,2019-10-24,3,3
B01H0935,2,,178769.0,607845.0,2017-08-14,2019-10-24,3,3
B02C0003,1,02CB0006,180590.0,606610.0,1952-02-14,1972-11-29,21,21
B02C0004,1,02CB0007,182400.0,606880.0,1952-02-14,1973-01-29,22,22
B02C0009,4,02CP0009,183100.0,608100.0,1956-12-14,2010-12-31,55,55
B02C0010,3,02CP0010,183750.0,608500.0,1967-01-01,2017-12-28,51,51
B02C0025,2,02CP0025,181050.0,607160.0,1969-12-16,1983-12-19,15,15
B02C0027,1,02CP0008,180970.0,607100.0,1969-12-16,1983-12-19,11,15
B02C0028,4,02CP0028,188100.0,608300.0,1974-09-02,2018-12-31,37,45
B02C0203,4,02CP0203,184750.0,608675.0,1999-06-02,2000-09-14,2,2
B02C0213,2,02CP9001,182753.0,606558.0,1997-01-14,2018-12-31,22,22
B02C0214,2,02CP9002,182699.0,607302.0,1997-01-14,2018-12-31,22,22
B02C0220,1,02CL0011,181300.0,607520.0,1954-05-28,1972-08-28,18,19
B02C0225,1,02CL0014,183540.0,607090.0,1954-05-28,1972-09-14,18,19
B02C0226,1,02CL0014,183700.0,607160.0,1974-10-28,2017-12-28,42,44
B02C0229,1,02CL0016,180080.0,606400.0,1954-05-28,1972-08-28,18,19
B02C0230,1,02CL0016,180090.0,606400.0,1974-10-14,2005-08-15,27,32
B02C0231,1,02CL0017,181130.0,606370.0,1954-05-28,1997-08-28,41,44
B02C0232,1,02CL0018,181850.0,606890.0,1954-05-28,1972-09-14,18,19
B02C0233,1,02CL0018,181600.0,606880.0,1974-10-14,2017-12-29,44,44
B02C0234,1,02CL0019,182800.0,606580.0,1954-05-28,2018-12-31,63,65
B02C0235,1,02CL0020,182870.0,606040.0,1954-05-28,2018-12-31,63,65
B02C0236,1,02CL0021,183720.0,606410.0,1954-05-28,1972-08-28,18,19
B02C0237,1,02CL0021,183850.0,606520.0,1974-10-14,1980-08-28,7,7
B02C0238,1,02CL0021,183830.0,606550.0,1984-12-14,2000-09-14,17,17
B02C0241,1,02CL0023,182160.0,607460.0,1974-10-14,2010-12-31,37,37
B02C0251,2,,189995.0,608615.0,1988-11-03,2017-10-30,30,30
B02C0252,2,,189990.0,608620.0,1988-11-03,2017-10-30,30,30
B02C0253,3,,189032.0,608508.0,1989-01-03,2017-10-30,28,28
B02C0254,2,,187661.0,608431.0,1988-11-03,2005-08-26,18,18
B02C0255,2,,187657.0,608590.0,1988-11-03,2005-08-26,18,18
B02C0256,2,,188742.0,607697.0,1988-11-03,2017-10-30,30,30
B02C0257,2,,188561.0,607920.0,1988-11-03,2017-10-30,30,30
B02C0258,2,,188545.0,607999.0,1989-01-03,2017-10-30,29,29
B02C0259,2,,188475.0,608201.0,1988-11-03,2017-10-30,30,30
B02C0260,2,,188387.0,608439.0,1988-11-03,2017-10-30,29,29
B02C0261,2,,188372.0,608555.0,1988-11-03,2017-10-30,30,30
B02C0262,2,,189567.0,608116.0,1988-11-03,2017-10-30,29,29
B02C0263,2,,189128.0,608549.0,1988-11-03,2017-10-30,30,30
B02C0264,2,,189579.0,608703.0,1988-11-03,2017-10-30,30,30
B02C0265,2,,185016.0,608083.0,1988-11-03,2017-10-30,30,30
B02C0266,1,,184670.0,607309.0,1988-11-03,2017-10-30,30,30
B02C0267,1,,184831.0,607484.0,1990-05-28,2017-10-30,28,28
B02C0268,2,,184786.0,607218.0,1988-11-03,2017-10-30,30,30
B02C0269,2,,184544.0,607216.0,1988-11-03,2017-10-30,30,30
B02C0270,1,,184672.0,607322.0,1989-08-28,2017-10-30,29,29
B02C0271,2,,184805.0,607414.0,1988-11-03,2017-10-30,30,30
B02C0272,1,,184822.0,607468.0,1992-01-28,2016-08-28,25,25
B02C0273,2,,184854.0,607549.0,1988-11-03,2017-10-30,30,30
B02C0274,2,,184882.0,607626.0,1988-11-03,2016-08-28,29,29
B02C0275,2,,184869.0,607614.0,1988-11-03,2017-10-30,30,30
B02C0277,1,,184830.0,607484.0,1988-11-03,1990-10-29,3,3
B02C0776,1,02CL0016,180156.0,606243.0,2007-01-29,2008-12-29,2,2
B02C1007,1,02CL0016,180250.0,606290.0,2012-01-01,2018-12-31,7,7
B02C1010,1,,187664.0,608433.0,2011-07-13,2018-08-23,8,8
B02C1011,1,,187658.0,608591.0,2011-07-13,2018-08-23,8,8
B02C1012,1,,187653.0,608792.0,2011-07-13,2018-08-23,8,8
B02C1013,1,,188227.0,608408.0,2011-07-13,2018-08-23,8,8
B02C1014,2,,188236.0,608627.0,2011-07-13,2018-08-23,8,8
B02C1015,1,,188185.0,608860.0,2011-07-13,2018-08-23,8,8
B02C1016,1,,189268.0,608769.0,2011-07-13,2018-08-24,8,8
B02C1017,1,,189246.0,608996.0,2011-07-13,2018-08-23,8,8
B02D0031,3,02DP0031,196360.0,601598.0,1992-04-14,2018-03-19,27,27
B02D0063,1,02DL0001,197230.0,601820.0,1952-10-14,1962-10-15,11,11
B02D0064,1,02DL0001,197320.0,601770.0,1963-12-16,1963-12-16,1,1
B02D0065,1,02DL0001,197350.0,601750.0,1964-08-27,1972-04-28,9,9
B02D0066,1,02DL0001,197520.0,601820.0,1972-08-28,1972-12-14,1,1
B02D0067,1,02DL0001,197530.0,601820.0,1973-08-20,1977-10-14,5,5
B02D0068,1,02DL0001,197360.0,601840.0,1978-04-28,2000-08-28,22,23
B02D0069,1,02DL0002,199280.0,601060.0,1952-10-14,1967-12-14,16,16
B02D0070,1,02DL0002,199420.0,601080.0,1968-04-29,1981-12-14,14,14
B02D0071,1,02DL0002,199410.0,601060.0,1982-02-15,2000-08-28,18,19
B02D0072,1,02DL0003,193880.0,600720.0,1952-10-14,1966-10-14,15,15
B02D0073,1,02DL0003,193870.0,600730.0,1967-04-28,1983-12-14,17,17
B02D0074,1,02DL0003,193880.0,600720.0,1985-04-26,1990-04-27,6,6
B02D0075,1,02DL0004,194070.0,600740.0,1964-02-28,1997-03-27,33,34
B02D0076,1,02DL0005,196360.0,600160.0,1952-10-14,1975-10-28,24,24
B02D0077,1,02DL0005,196320.0,600130.0,1977-03-14,1983-12-28,7,7
B02D0080,2,,190012.0,608745.0,1988-11-03,2017-10-30,29,29
B02D0081,2,,190065.0,608853.0,1988-11-03,2017-10-30,30,30
B02D0082,1,,190093.0,608950.0,1988-11-03,2017-10-30,30,30
B02D0083,2,,190096.0,608858.0,1988-11-03,2016-08-28,29,29
B02D0084,2,,190192.0,608591.0,1989-08-28,2017-10-30,25,28
B02D0085,1,,190207.0,608601.0,1989-01-03,1990-03-28,2,2
B02E0002,1,,209045.0,612580.0,2002-01-28,2015-04-16,14,14
B02G0005,1,02GB0005,206540.0,610720.0,1952-02-14,1980-06-27,29,29
B02G0228,4,02GP0228,206250.0,611735.0,1991-12-14,2017-12-06,25,27
B02G0284,5,02GP0284,207865.0,611070.0,1990-12-14,1996-11-15,7,7
B02G0288,3,02GM3288,206260.0,611120.0,1990-12-14,1996-11-15,7,7
B02G0289,3,02GM3289,206180.0,611400.0,1990-12-14,1996-11-15,7,7
B02G0290,3,02GM3290,206000.0,611540.0,1990-11-28,1996-11-15,7,7
B02G0291,3,02GM3291,205900.0,611700.0,1990-11-28,1996-11-15,7,7
B02G0292,3,02GM3292,205840.0,611860.0,1990-12-14,1996-11-15,7,7
B02G0293,3,02GM3293,205700.0,611940.0,1990-11-28,1996-11-15,7,7
B02G0294,3,02GM3294,205960.0,611170.0,1990-12-28,1996-11-15,7,7
B02G0295,3,02GP0295,205260.0,611680.0,1990-12-14,1996-11-15,7,7
B02G0296,3,02GP0296,205300.0,611640.0,1990-11-28,1996-11-15,7,7
B02G0297,3,02GP0297,206980.0,612380.0,1990-11-28,1996-11-15,7,7
B02G0298,3,02GP0298,207960.0,612080.0,1990-11-28,1996-11-15,7,7
B02G0299,3,02GP0299,206780.0,611140.0,1990-12-14,1996-11-15,7,7
B02G0300,3,02GP0300,207440.0,611060.0,1990-11-28,1996-11-15,7,7
B02G0301,3,02GP0301,208320.0,610400.0,1990-11-28,1995-02-27,6,6
B02G0302,3,02GP0302,205260.0,610020.0,1990-11-28,1997-08-21,8,8
B02G0303,3,02GP0303,205990.0,609860.0,1990-12-14,1996-11-15,7,7
B02G0309,2,02GP0309,205455.0,610195.0,1996-07-15,2010-12-31,15,15
B02G0310,4,02GP0310,205520.0,610250.0,1997-08-13,1997-08-13,1,1
B02G0311,4,02GP0311,205565.0,610140.0,1996-07-15,2010-12-31,15,15
B02G0339,4,02GP0339,205171.0,610257.0,1997-08-20,1997-08-20,1,1
B02G0353,3,02GP0009,207940.0,612350.0,1972-03-15,2018-03-20,44,47
B02G0354,4,02GP0010,209630.0,610760.0,1972-03-15,2018-03-20,44,47
B02G0355,1,02GL0001,200040.0,602110.0,1952-10-14,1960-04-28,9,9
B02G0356,1,02GL0001,200120.0,602150.0,1961-04-28,1974-05-15,14,14
B02G0357,1,02GL0002,201480.0,601400.0,1952-10-14,1978-12-14,27,27
B02G0358,1,02GL0002,201510.0,601420.0,1979-10-15,1981-12-15,3,3
