locname,nfil,alias,xcr,ycr,firstdate,lastdate,nyears,yearspan
B50A0011,1,50AB0011,107380.0,392080.0,1951-11-28,1995-07-17,45,45
B50A0092,3,50AP0092,102079.0,395030.0,1966-07-14,2019-10-21,54,54
B50A0093,3,50AP0093,102575.0,390300.0,1966-09-14,2002-02-28,37,37
B50A0094,4,50AP0094,106952.0,396836.0,1967-08-28,2017-06-01,45,51
B50A0140,1,50AB0140,100940.0,397900.0,1988-05-25,2019-07-02,32,32
B50A0146,1,50AP0146,107680.0,399860.0,1971-02-10,2010-05-28,39,40
B50A0149,12,50AP0149,104196.0,392534.0,1971-01-14,2019-10-31,49,49
B50A0151,7,50AP0151,106295.0,391305.0,1971-03-16,2000-11-28,30,30
B50A0153,5,50AP0153,104060.0,391930.0,1974-01-14,1996-08-28,23,23
B50A0154,9,50AP0154,104100.0,391825.0,1973-04-26,2000-11-28,28,28
B50A0155,4,50AP0155,103985.0,391625.0,1973-04-13,1996-08-28,24,24
B50A0156,4,50AP0156,103865.0,391410.0,1973-04-13,1996-08-28,24,24
B50A0157,4,50AP0157,103225.0,391710.0,1973-05-14,1996-08-28,24,24
B50A0158,7,50AP0158,104035.0,390405.0,1973-05-14,2002-02-28,30,30
B50A0159,4,50AP0159,103740.0,392015.0,1973-05-14,1996-08-28,24,24
B50A0160,4,50AP0160,104760.0,391745.0,1973-04-26,1996-08-28,24,24
B50A0161,7,50AP0161,105355.0,391375.0,1973-04-13,2000-11-28,28,28
B50A0162,8,50AP0162,104120.0,393360.0,1973-04-13,2002-08-15,30,30
B50A0163,8,50AP0163,102630.0,391755.0,1973-05-14,2019-09-27,36,47
B50A0183,2,50AP0183,100160.0,393106.0,1975-02-14,2019-10-17,45,45
B50A0232,6,50AP0232,106179.0,388805.0,1979-09-17,2019-10-31,41,41
B50A0233,4,50AP0233,100971.0,390134.0,1979-09-17,2019-10-31,41,41
B50A0234,4,50AP0234,106550.0,393818.0,1979-10-15,2019-10-31,41,41
B50A0235,4,50AP0235,101428.0,396151.0,1979-09-17,2019-10-21,41,41
B50A0238,5,50AP0238,109241.0,394142.0,1979-11-20,2011-12-22,27,33
B50A0321,5,50AP0321,101460.0,397960.0,1991-06-14,2011-09-28,21,21
B50A0322,5,50AP0322,101000.0,398660.0,1991-07-28,2011-09-28,21,21
B50A0352,2,50AP9005,104710.0,393065.0,1998-01-26,2002-08-15,5,5
B50A0353,2,50AP9008,100500.0,388680.0,1999-06-07,2002-08-15,4,4
B50A0354,1,50AL0002,100700.0,399460.0,1952-10-14,1964-12-21,12,13
B50A0355,1,50AL0002,100680.0,399450.0,1967-04-28,1989-08-28,23,23
B50A0356,1,50AL0002,100680.0,399420.0,1989-12-14,1992-12-14,4,4
B50A0357,1,50AL0003,106040.0,399360.0,1952-12-16,1972-12-14,20,21
B50A0358,1,50AL0003,106170.0,399260.0,1973-08-28,2002-08-15,30,30
B50A0359,1,50AL0004,107670.0,399710.0,1952-10-14,1982-12-14,27,31
B50A0360,1,50AL0005,104340.0,398540.0,1952-10-14,1989-12-14,37,38
B50A0361,1,50AL0006,100560.0,397390.0,1952-10-14,1955-10-13,4,4
B50A0362,1,50AL0006,100550.0,397430.0,1957-04-29,2002-08-15,45,46
B50A0363,1,50AL0007,109320.0,397630.0,1952-11-05,1968-10-28,11,17
B50A0364,1,50AL0007,109290.0,397670.0,1969-08-28,1994-01-09,25,26
B50A0365,1,50AL0008,101750.0,396190.0,1952-12-15,1955-08-30,4,4
B50A0366,1,50AL0008,101730.0,396220.0,1961-12-14,1966-08-29,6,6
B50A0367,1,50AL0008,101770.0,396240.0,1966-12-14,2000-09-14,35,35
B50A0368,1,50AL0009,107090.0,396920.0,1952-08-14,1964-07-28,13,13
B50A0369,1,50AL0009,107090.0,396940.0,1965-01-14,1978-10-12,14,14
B50A0370,1,50AL0009,107130.0,396890.0,1980-03-14,1981-02-13,2,2
B50A0371,1,50AL0010,104440.0,395040.0,1952-10-15,1979-10-16,27,28
B50A0372,1,50AL0010,104460.0,395040.0,1980-04-28,2002-08-15,23,23
B50A0373,1,50AL0012,109510.0,395730.0,1952-10-21,1976-04-28,19,25
B50A0374,1,50AL0012,109540.0,395740.0,1976-08-27,1984-04-26,9,9
B50A0375,1,50AL0012,109620.0,395780.0,1984-12-17,1989-12-14,6,6
B50A0376,1,50AL0013,107860.0,393290.0,1952-10-14,1966-12-14,9,15
B50A0377,1,50AL0013,107680.0,393420.0,1967-08-28,1970-04-28,3,4
B50A0378,1,50AL0013,107700.0,393400.0,1970-08-28,1970-12-14,1,1
B50A0379,1,50AL0013,107680.0,393440.0,1971-08-27,1994-04-29,24,24
B50A0380,1,50AL0013,107700.0,393440.0,1994-08-26,2002-08-14,9,9
B50A0381,1,50AL0014,109670.0,393630.0,1952-12-15,1981-08-28,24,30
B50A0382,1,50AL0014,109750.0,393660.0,1981-10-14,2002-08-14,22,22
B50A0383,1,50AL0015,100410.0,392610.0,1952-10-13,1978-12-28,21,27
B50A0384,1,50AL0016,104400.0,392620.0,1952-12-17,1955-10-14,4,4
B50A0385,1,50AL0016,104390.0,392640.0,1962-12-14,1964-08-28,3,3
B50A0386,1,50AL0016,104400.0,392660.0,1964-12-14,1974-04-29,11,11
B50A0387,1,50AL0016,104390.0,392580.0,1974-10-14,1974-10-14,1,1
B50A0388,1,50AL0016,104420.0,392630.0,1975-04-28,2002-08-15,28,28
B50A0389,1,50AL0017,106540.0,391620.0,1952-09-05,1968-08-05,17,17
B50A0390,1,50AL0017,106530.0,391630.0,1968-08-14,2000-11-28,33,33
B50A0391,1,50AL0018,109590.0,390760.0,1952-12-15,1955-10-14,4,4
B50A0392,1,50AL0018,109590.0,390780.0,1962-10-16,2002-08-14,41,41
B50A0393,1,50AL0019,104830.0,388810.0,1953-05-05,1976-04-28,18,24
B50A0394,1,50AL0019,104810.0,388830.0,1977-04-27,2002-08-15,26,26
B50A0395,1,50AL0020,103040.0,397580.0,1950-05-04,1972-09-19,21,23
B50A0396,1,50AL0021,102030.0,390240.0,1952-09-15,1959-09-28,5,8
B50A0397,1,50AL0022,101090.0,389940.0,1968-01-29,1972-12-28,5,5
B50A0398,1,50AL0022,101093.0,389937.0,1973-01-15,1975-06-27,3,3
B50A0399,1,50AL0022,101120.0,389950.0,1975-12-16,2000-09-14,26,26
B50A0400,1,50AL0023,100650.0,389720.0,1968-01-29,1969-10-28,2,2
B50A0401,1,50AL0023,100630.0,389730.0,1969-11-14,1974-08-28,6,6
B50A0402,1,50AL0023,100765.0,389845.0,1974-09-30,1980-01-13,7,7
B50A0403,1,50AL0023,100780.0,389860.0,1980-01-28,2012-04-29,33,33
B50A0404,1,50AL0024,100440.0,398960.0,1973-01-29,1997-06-11,25,25
B50A0405,1,50AL0024,100440.0,398970.0,1997-06-26,2000-11-28,4,4
B50A0406,1,50AL0146,107680.0,399945.0,1984-02-14,2010-05-28,26,27
B50A0407,1,50AL0234,106550.0,393800.0,1993-01-14,2017-05-30,25,25
B50A0408,1,50AL0238,109242.0,394142.0,1990-12-28,2012-03-27,16,23
B50A0409,1,50AL9001,107020.0,391460.0,1995-08-29,2000-11-28,6,6
B50A0410,1,50AL9002,103140.0,387880.0,1995-08-28,2000-11-28,6,6
B50A0411,1,50AL9003,104520.0,393275.0,1998-05-28,2002-08-15,5,5
B50A0412,1,50AL9004,104585.0,393080.0,1998-01-26,2002-08-15,5,5
B50A0413,1,50AL9006,105040.0,393140.0,1998-01-26,2002-08-15,5,5
B50A0414,1,50AL9007,102070.0,389950.0,1998-05-28,2002-08-15,5,5
B50A0415,1,50AL9009,100555.0,388580.0,1998-10-11,2002-08-15,5,5
B50A0416,1,50AL9010,100585.0,388530.0,1998-10-11,2002-08-15,5,5
B50A0417,1,50AL9011,100660.0,388460.0,1998-10-11,2002-08-15,5,5
B50A0418,1,50AL9012,105150.0,388625.0,1999-06-08,2002-08-15,4,4
B50A0419,1,50AL9013,100010.0,389230.0,1999-05-07,2002-04-16,4,4
B50A0420,1,50AL9014,100050.0,389100.0,1999-05-07,2002-04-16,4,4
B50A0421,1,50AL9015,100090.0,388980.0,1999-04-26,2002-04-16,4,4
B50A0422,1,50AL9016,100110.0,388800.0,1999-05-07,2002-04-16,4,4
B50A0423,1,50AL9017,100180.0,388640.0,1999-02-26,2002-04-16,4,4
B50A0424,1,50AL9018,102325.0,390353.0,1999-09-13,2002-08-15,4,4
B50A0425,1,50AL9019,102259.0,390274.0,1999-09-13,2002-08-15,4,4
B50A0426,1,50AP7001,106970.0,398910.0,1989-02-14,2003-07-28,14,15
B50A0427,1,50AP7002,106840.0,399450.0,1989-02-14,2003-07-28,14,15
B50A0428,1,50AP7003,107245.0,399490.0,1989-02-14,2003-07-28,12,15
B50A0429,3,50AP7004,107719.0,399527.0,1989-02-14,2017-10-26,21,21
B50A0430,1,50AP7005,107940.0,399550.0,1989-02-14,2003-07-28,14,15
B50A0431,1,50AP7006,107393.0,399797.0,1989-02-14,2016-04-13,25,28
B50A0432,1,50AP7007,107640.0,399810.0,1989-02-14,2003-07-28,13,15
B50A0433,2,50AP7008,107680.0,399945.0,1989-02-14,1995-01-28,6,7
B50A0434,1,50AP7009,104230.0,392760.0,1985-07-12,1989-10-27,5,5
B50A0435,1,50AP7010,104200.0,392890.0,1985-07-12,1989-10-27,5,5
B50A0436,1,50AP7011,104160.0,392970.0,1985-07-12,1989-10-27,5,5
B50A0437,1,50AP7012,104140.0,392980.0,1985-07-12,1989-10-27,5,5
B50A0438,1,50AP7013,104110.0,393000.0,1985-08-09,1989-10-27,5,5
B50A0439,1,50AP7014,104090.0,393030.0,1985-07-12,1987-03-27,3,3
B50A0440,1,50AP7015,104010.0,393200.0,1985-07-12,1989-10-27,5,5
B50A0441,1,50AP7019,107380.0,394930.0,1985-07-29,1989-10-27,5,5
B50A0442,1,50AP7020,107450.0,394850.0,1985-07-29,1989-10-27,5,5
B50A0443,1,50AP7021,107570.0,394790.0,1985-07-12,1989-10-27,5,5
B50A0444,1,50AP7022,107560.0,395330.0,1985-07-29,1989-10-27,5,5
B50A0445,1,50AP7023,107680.0,395290.0,1985-07-12,1989-10-27,5,5
B50A0446,1,50AP7024,107790.0,395210.0,1985-07-12,1989-10-27,5,5
B50A0447,1,50AP7025,107850.0,395150.0,1985-07-12,1989-10-27,5,5
B50A0448,1,50AP7026,107900.0,395100.0,1985-07-12,1989-10-27,5,5
B50A0449,1,50AP7027,107950.0,395055.0,1985-07-12,1989-10-27,5,5
B50A0450,1,50AP7028,107990.0,394970.0,1985-07-12,1986-10-27,2,2
B50A0451,1,50AP7033,109130.0,394870.0,1985-08-09,1989-10-27,5,5
B50A0452,1,50AP7034,109340.0,394780.0,1985-08-09,1989-10-27,5,5
B50A0453,1,50AP7035,109460.0,394700.0,1985-08-09,1989-10-27,5,5
B50A0454,1,50AP7036,109540.0,394610.0,1985-08-09,1987-04-15,3,3
B50A0455,1,50AP7037,109600.0,394550.0,1985-08-09,1989-10-27,5,5
B50A0456,1,50AP7039,107650.0,399600.0,1997-09-14,2003-07-14,7,7
B50A0457,2,50AP7040,107594.0,399610.0,1997-09-14,2015-08-08,19,19
B50A0458,2,50AP7041,107510.0,399700.0,1997-09-14,2003-07-28,7,7
B50A0459,1,50AP7042,106920.0,399500.0,1997-09-14,2003-07-28,7,7
B50A0460,2,50AP7043,106888.0,399541.0,1997-09-14,2017-10-26,21,21
B50A0461,2,50AP7044,106810.0,399620.0,1997-09-14,2003-07-28,7,7
B50A0462,2,50AP7045,106890.0,399410.0,1997-09-14,2003-07-28,7,7
B50A0463,2,50AP7046,107740.0,399995.0,1997-09-14,2003-07-28,7,7
B50A0464,1,50AP7051,107540.0,399660.0,1997-09-14,2003-07-28,7,7
B50A0465,1,50AP7601,102495.0,392243.0,1991-04-12,2001-07-13,11,11
B50A0466,1,50AP7602,102680.0,392272.0,1991-04-12,2002-03-14,12,12
B50A0467,1,50AP7603,102645.0,391881.0,1991-04-12,2001-07-13,11,11
B50A0468,1,50AP7604,102435.0,392050.0,1991-04-12,2002-04-16,12,12
B50A0469,1,50AP7605,102545.0,391763.0,1991-04-12,2001-07-13,11,11
B50A0470,1,50AP7606,102765.0,392140.0,1991-04-12,2001-09-14,11,11
B50A0471,1,50AP7607,102340.0,391715.0,1991-04-11,1995-11-15,5,5
B50A0472,1,50AP7608,102698.0,391811.0,1991-04-12,2002-05-16,12,12
B50A0473,1,50AP7609,102890.0,391300.0,1991-04-12,1995-09-13,5,5
B50A0474,1,50AP7610,102890.0,392544.0,1982-12-28,1998-11-16,13,17
B50A0475,1,50AP7611,102798.0,392396.0,1982-12-28,2002-05-16,17,21
B50A0476,1,50AP7612,102872.0,392267.0,1982-12-28,2002-05-16,17,21
B50A0477,1,50AP7613,102920.0,392153.0,1982-12-28,2002-05-16,17,21
B50A0478,1,50AP7614,102891.0,391386.0,1991-04-11,2002-05-16,12,12
B50A0479,2,50AP7615,102890.0,391260.0,1991-04-11,2002-05-16,12,12
B50A0480,2,50AP7616,102940.0,391150.0,1991-04-11,2002-05-16,12,12
B50A0481,2,50AP7617,102355.0,391104.0,1991-04-11,2002-05-16,12,12
B50A0482,1,50AP7618,102233.0,391175.0,1991-04-11,1999-08-13,9,9
B50A0483,1,50AP7619,101980.0,391245.0,1991-04-11,1992-12-14,2,2
B50A0484,2,50AP7620,102080.0,391640.0,1991-04-11,2002-05-16,12,12
B50A0485,1,50AP7621,101832.0,391550.0,1991-04-11,2002-04-16,12,12
B50A0486,1,50AP7633,102835.0,392205.0,1982-12-28,1986-10-13,5,5
B50A0487,2,50AP7807,100670.0,390870.0,1983-10-25,1996-12-28,14,14
B50A0488,1,50AP7808,100563.0,390943.0,1983-10-25,2020-01-29,38,38
B50A0489,1,50AP7809,100350.0,391250.0,1983-10-25,2020-01-29,38,38
B50A0490,1,50AP7810,100720.0,390800.0,1983-10-25,1996-12-28,14,14
B50A0491,1,50AP7811,100800.0,390720.0,1983-10-25,2020-01-29,38,38
B50A0492,1,50AP7812,100900.0,390590.0,1983-10-25,1996-12-28,14,14
B50A0493,2,50AP7813,101070.0,390370.0,1983-10-25,2020-01-29,38,38
B50A0494,1,50AP7815,101800.0,388133.0,1997-04-14,2020-01-29,24,24
B50A0495,1,,100616.0,390786.0,2005-08-13,2020-01-29,16,16
B50A0497,2,,100770.0,390725.0,2005-08-13,2020-01-29,16,16
B50A0498,1,,102338.0,392503.0,2006-10-18,2019-12-13,14,14
B50A0499,2,,102693.0,391762.0,2006-10-18,2019-12-13,14,14
B50A0500,1,,106888.0,399078.0,2004-01-14,2017-10-26,14,14
B50A0501,1,,107015.0,399343.0,2004-01-14,2017-10-26,14,14
B50A0502,1,,107450.0,399444.0,2004-01-14,2017-03-15,14,14
B50A0503,1,,107837.0,399718.0,2004-01-14,2004-12-28,1,1
B50A0504,1,,107840.0,399885.0,2004-01-14,2017-10-26,14,14
B50A0505,1,,108071.0,399955.0,2004-01-14,2017-10-26,14,14
B50A1081,2,,100160.0,397100.0,1991-10-15,1995-05-31,5,5
B50A1083,3,,100703.0,396867.0,1996-05-13,2000-07-28,3,5
B50A1084,1,,100703.0,396967.0,1991-10-15,2004-12-28,14,14
B50A1085,3,,100844.0,395910.0,1997-05-13,2003-12-28,7,7
B50A1089,2,,101499.0,396850.0,1991-10-15,1996-04-26,6,6
B50A1090,2,,101761.0,396240.0,1991-10-15,2004-12-28,14,14
B50A1092,2,,101820.0,396860.0,1991-10-15,1997-07-29,7,7
B50A1093,2,,101831.0,397291.0,1991-10-15,2004-12-28,14,14
B50A1095,2,,102100.0,395640.0,1991-10-15,2000-07-28,10,10
B50A1097,1,,102200.0,397870.0,1991-10-15,1997-03-27,7,7
B50A1098,3,,102267.0,396324.0,1996-05-13,2004-12-28,9,9
B50A1099,3,,102355.0,396214.0,1996-05-13,2003-12-28,8,8
B50A1100,2,,102390.0,397243.0,1991-10-15,2001-12-27,11,11
B50A1101,3,,102418.0,396347.0,1996-05-13,2000-07-28,5,5
B50A1102,2,,102432.0,395158.0,1991-10-15,2003-12-28,13,13
B50A1103,3,,102450.0,397343.0,1996-05-13,1997-10-11,2,2
B50A1104,1,,102557.0,397698.0,1991-10-15,2001-03-13,11,11
B50A1107,1,,102718.0,398306.0,1991-10-15,2004-12-28,14,14
B50A1108,3,,102728.0,396415.0,1996-05-13,2004-12-28,9,9
B50A1110,3,,102875.0,396433.0,1996-05-13,2004-12-28,9,9
B50A1111,3,,102904.0,398205.0,1991-10-15,2004-12-28,14,14
B50A1112,2,,102917.0,396284.0,1991-10-15,2004-12-28,14,14
B50A1114,2,,103001.0,395804.0,1991-10-15,2004-12-28,14,14
B50A1115,3,,103043.0,397521.0,1991-10-15,2004-12-28,14,14
B50A1116,3,,103230.0,396454.0,1996-05-13,2004-12-28,9,9
B50A1118,3,,103353.0,397097.0,1991-10-15,2004-12-28,14,14
B50A1119,3,,103380.0,396657.0,1996-05-13,2003-12-28,8,8
B50A1120,1,,103429.0,397905.0,1991-10-15,2004-12-14,14,14
B50A1121,2,,103450.0,395380.0,1991-10-15,1999-02-26,9,9
B50A1122,3,,103458.0,396513.0,1996-05-13,2004-12-28,9,9
B50A1124,3,,103591.0,396538.0,1991-10-15,2003-12-28,13,13
B50A1125,3,,103611.0,396708.0,1996-05-13,2000-07-28,5,5
B50A1128,2,,103807.0,398011.0,1991-10-15,2001-12-27,11,11
B50A1129,3,,103903.0,396307.0,1991-10-15,2004-12-28,14,14
B50A1130,3,,103929.0,396858.0,1996-05-13,2004-12-28,9,9
B50A1132,3,,103966.0,396333.0,1996-05-13,2004-12-28,9,9
B50A1134,3,,104052.0,397750.0,1991-10-15,2004-12-28,14,14
B50A1135,3,,104078.0,396797.0,1996-05-13,2004-12-28,9,9
B50A1136,3,,104141.0,397063.0,1996-05-13,2004-12-28,9,9
B50A1141,3,,104303.0,397034.0,1996-05-13,2004-12-28,9,9
B50A1143,3,,104348.0,397270.0,1996-05-13,2004-12-28,9,9
B50A1144,2,,104373.0,397037.0,1991-10-15,2000-07-28,10,10
B50A1146,3,,104453.0,397241.0,1996-05-13,2000-07-28,5,5
B50A1147,3,,104454.0,395638.0,1991-10-15,2004-12-28,14,14
B50A1148,3,,104459.0,397588.0,1996-05-13,2004-12-28,7,9
B50A1150,3,,104790.0,397072.0,1991-10-15,2004-12-28,14,14
B50A1152,1,,104949.0,398024.0,1991-10-15,2003-12-28,13,13
B50A1153,2,,105264.0,396579.0,1991-10-15,2004-12-28,14,14
B50A1154,3,,106663.0,398850.0,1996-05-13,2004-12-28,9,9
B50A1155,3,,106782.0,398339.0,1996-05-13,2004-12-28,9,9
B50A1159,1,,105193.0,399979.0,2011-03-29,2016-07-29,6,6
B50A1160,1,,104389.0,399413.0,2011-03-29,2016-07-29,6,6
B50A1161,1,,104416.0,399360.0,2011-03-29,2016-07-29,6,6
B50A1162,1,,103188.0,399447.0,2011-08-24,2016-07-29,6,6
B50A1163,1,,103340.0,399049.0,2011-04-01,2016-01-29,6,6
B50A1164,1,,102764.0,399209.0,2011-08-24,2016-07-29,6,6
B50A1165,1,,102870.0,398529.0,2011-03-29,2016-07-29,6,6
B50A1166,2,,103272.0,398214.0,2011-03-29,2016-07-29,6,6
B50A1167,1,,103194.0,397595.0,2011-03-29,2016-06-18,6,6
B50A1168,1,,102523.0,397232.0,2011-03-29,2013-04-23,3,3
B50A1169,1,,101114.0,398388.0,2011-10-22,2015-04-21,4,5
B50A1170,1,,101299.0,397569.0,2011-04-01,2016-07-29,6,6
B50A1171,1,,104017.0,399985.0,2011-03-29,2016-07-29,6,6
B50A1172,1,,103000.0,399879.0,2011-03-29,2016-07-29,6,6
B50A1173,1,,103975.0,399386.0,2011-03-29,2016-07-29,6,6
B50A1174,1,,104501.0,399095.0,2011-03-13,2016-07-29,6,6
B50A1175,1,,104099.0,399128.0,2011-03-29,2016-07-29,6,6
B50A1176,1,,104141.0,398460.0,2011-03-29,2016-07-29,6,6
B50A1177,1,,104184.0,397662.0,2011-03-29,2016-07-29,6,6
B50A1178,1,,103893.0,397023.0,2011-03-29,2016-07-29,6,6
B50A1179,1,,102536.0,398425.0,2011-03-29,2016-07-29,6,6
B50A1180,1,,102338.0,397806.0,2011-03-29,2016-07-29,6,6
B50A1181,1,,101382.0,397943.0,2011-03-29,2016-07-29,6,6
B50A1182,2,,100163.0,394851.0,2011-03-23,2016-07-14,6,6
B50A1183,1,,101018.0,394730.0,2011-03-23,2016-07-14,6,6
B50A1184,1,,100420.0,393999.0,2011-03-23,2016-07-14,6,6
B50A1185,2,,100108.0,397048.0,2011-03-23,2016-07-14,6,6
B50A1186,1,,100803.0,396612.0,2011-03-23,2016-07-14,6,6
B50A1187,1,,100242.0,395659.0,2011-04-26,2016-07-14,6,6
B50A1188,1,,100541.0,394805.0,2011-03-23,2016-07-14,6,6
B50A1189,1,,107045.0,392669.0,2011-03-31,2016-07-14,6,6
B50A1190,1,,104268.0,388145.0,2011-03-28,2016-07-14,6,6
B50A1191,1,,104902.0,387874.0,2011-03-02,2015-04-20,5,5
B50A1192,1,,107751.0,392346.0,2011-03-02,2016-07-14,6,6
B50A1193,1,,106993.0,391809.0,2011-03-31,2016-07-14,6,6
B50A1194,1,,104046.0,388007.0,2011-03-02,2016-07-14,6,6
B50B0031,1,50BP0031,111120.0,398120.0,1965-11-04,1996-01-30,32,32
B50B0055,3,50BP0055,112747.0,392005.0,1967-04-28,2019-12-09,47,53
B50B0056,3,50BP0056,118530.0,388835.0,1967-04-28,2017-08-13,49,51
B50B0057,4,50BP0057,118867.0,395797.0,1967-04-28,2019-10-09,53,53
B50B0069,9,50BP0069,118786.0,395020.0,1971-03-29,1978-05-16,8,8
B50B0070,7,50BP0070,118782.0,395042.0,1971-01-15,2019-10-08,49,49
B50B0071,6,50BP0071,118719.0,395086.0,1971-01-15,2019-10-08,49,49
B50B0072,7,50BP0072,118585.0,395250.0,1971-01-15,2000-11-28,30,30
B50B0073,6,50BP0073,118434.0,395357.0,1971-01-15,2019-10-08,49,49
B50B0074,7,50BP0074,119209.0,394522.0,1971-01-15,2019-10-09,49,49
B50B0075,7,50BP0075,119695.0,393870.0,1971-01-15,2019-10-09,49,49
B50B0077,6,50BP0077,117847.0,394107.0,1971-01-15,2019-10-09,49,49
B50B0099,5,50BP0099,116484.0,396722.0,1975-09-29,2019-10-09,45,45
B50B0100,5,50BP0100,118766.0,397105.0,1975-09-29,2019-10-09,45,45
B50B0101,4,50BP0101,118028.0,392578.0,1975-09-29,2019-10-09,45,45
B50B0149,2,50BP0020,118920.0,395410.0,1971-01-15,1996-08-29,26,26
B50B0207,5,50BP0207,118494.0,398292.0,1980-03-28,2019-10-08,40,40
B50B0209,5,50BP0209,110075.0,390060.0,1980-02-21,2003-07-29,24,24
B50B0210,3,50BP0210,116015.0,388490.0,1979-11-20,2011-03-09,33,33
B50B0211,1,50BP0211,117394.0,396701.0,1979-11-14,2019-07-03,40,41
B50B0212,1,50BP0212,119414.0,395687.0,1980-01-14,2019-10-09,40,40
B50B0213,2,50BP0213,117670.0,393600.0,1979-06-27,2011-04-26,33,33
B50B0214,4,50BP0214,113276.0,395280.0,1980-01-28,2019-10-09,40,40
B50B0215,4,50BP0215,110730.0,391790.0,1980-02-13,2019-10-31,32,40
B50B0216,4,50BP0216,117588.0,391841.0,1980-01-28,2019-10-09,40,40
B50B0290,4,50BP0290,119665.0,394007.0,1996-08-15,1996-08-15,1,1
B50B0331,3,50BP0331,119675.0,395150.0,1996-08-15,1996-08-15,1,1
B50B0332,2,50BP0332,118150.0,394625.0,1996-08-15,1996-08-15,1,1
B50B0333,3,50BP0333,118325.0,395350.0,1996-08-15,1996-08-15,1,1
B50B0334,7,50BP0334,118650.0,394125.0,1996-08-15,1996-08-15,1,1
B50B0340,8,50BP0340,118712.0,399037.0,1996-09-12,2019-10-08,24,24
B50B0369,3,50BP0369,113120.0,399660.0,1992-09-07,1992-09-07,1,1
B50B0370,1,50BL0020,118898.0,395405.0,1981-01-16,1994-04-28,14,14
B50B0371,1,50BL0022,118302.0,394973.0,1981-01-16,2019-10-08,35,39
B50B0372,1,50BL0024,119070.0,395020.0,1981-01-16,1996-08-29,16,16
B50B0373,2,50BP0025,118510.0,394500.0,1971-01-15,1972-11-28,2,2
B50B0374,1,50BL0026,118482.0,393812.0,1981-01-16,2019-10-09,39,39
B50B0375,3,50BP0375,113264.0,399875.0,2002-03-28,2019-10-09,18,18
B50B0376,2,50BP0021,118516.0,394500.0,1974-02-28,2019-10-09,46,46
B50B0377,2,50BP0022,118302.0,394974.0,1971-01-15,2019-10-08,49,49
B50B0378,1,50BP0023,112040.0,399300.0,1983-04-15,1992-08-28,10,10
B50B0379,2,50BP0024,119045.0,395010.0,1971-01-15,1996-08-28,26,26
B50B0380,2,50BP0026,118483.0,393812.0,1971-01-15,2019-10-09,49,49
B50B0381,2,50BP9001,116920.0,395930.0,1981-01-16,1996-08-29,16,16
B50B0382,2,50BP9002,117630.0,395660.0,1981-01-16,1996-08-29,16,16
B50B0383,2,50BP9004,119090.0,396290.0,1981-01-16,1996-08-14,16,16
B50B0384,2,50BP9005,119670.0,395295.0,1981-01-16,1994-10-27,14,14
B50B0385,2,50BP9010,119650.0,394770.0,1981-01-16,1994-10-27,14,14
B50B0386,1,50BL0386,112620.0,395732.0,2002-02-28,2002-05-01,1,1
B50B0387,1,50BL0387,112712.0,395635.0,2002-02-28,2002-05-01,1,1
B50B0388,1,50BL0388,112840.0,395601.0,2002-02-28,2002-05-01,1,1
B50B0389,1,50BL0389,113091.0,395748.0,2002-02-28,2002-05-01,1,1
B50B0390,1,50BL0390,113211.0,395889.0,2002-02-28,2002-05-01,1,1
B50B0391,1,50BL0391,113312.0,395783.0,2002-02-28,2002-05-01,1,1
B50B0392,1,50BL0392,113320.0,395949.0,2002-02-28,2002-05-01,1,1
B50B0393,1,50BL0393,113423.0,395825.0,2002-02-28,2012-11-19,6,11
B50B0394,1,50BL0394,113545.0,395806.0,2002-02-28,2002-05-01,1,1
B50B0395,1,50BL0395,113640.0,396192.0,2002-02-28,2012-11-19,6,11
B50B0396,1,50BL0396,113194.0,396474.0,2002-02-28,2002-05-01,1,1
B50B0397,1,50BL0397,113269.0,396477.0,2002-02-28,2002-05-01,1,1
B50B0428,3,50BP0428,114730.0,390157.0,2002-09-02,2013-04-23,11,12
B50B0438,3,50BP0438,114783.0,391892.0,2002-09-02,2013-04-23,11,12
B50B0443,1,50BL0001,115620.0,398450.0,1952-10-14,1966-12-14,14,15
B50B0444,1,50BL0001,115660.0,398500.0,1967-08-28,1987-07-26,21,21
B50B0445,1,50BL0001,115600.0,398550.0,1987-07-28,2004-08-30,18,18
B50B0446,1,50BL0002,118450.0,398320.0,1952-10-14,1963-12-13,12,12
B50B0447,1,50BL0002,118450.0,398320.0,1964-04-28,1969-01-14,6,6
B50B0448,1,50BL0002,118460.0,398300.0,1970-08-28,1973-02-16,4,4
B50B0449,1,50BL0002,118400.0,398260.0,1973-10-15,1980-04-28,8,8
B50B0450,1,50BL0002,118530.0,398280.0,1980-12-15,1991-04-29,12,12
B50B0451,1,50BL0002,118490.0,398300.0,1991-12-13,2004-06-28,14,14
B50B0452,1,50BL0004,111690.0,397340.0,1952-10-14,1955-10-14,4,4
B50B0453,1,50BL0004,111650.0,397430.0,1961-08-30,1983-12-14,23,23
B50B0454,1,50BL0005,113270.0,396980.0,1952-08-14,1971-07-14,20,20
B50B0455,1,50BL0005,113310.0,396950.0,1971-09-14,1988-11-28,18,18
B50B0456,1,50BL0005,113170.0,396780.0,1990-10-29,2003-11-14,14,14
B50B0457,1,50BL0006,117430.0,396740.0,1952-08-28,1962-03-28,11,11
