locname,nmeas,firstyear,lastyear,nyears,yearspan,mean,std,q05,q50,q95,q95-q05,ref,firstdate,lastdate,alias,xcr,ycr
P23A0064,430.0,2006.0,2009.0,3.0,4.0,19.11141860465119,0.23745265581926916,18.2645,19.17,19.2855,1.0209999999999972,NAP,2006-03-30,2009-04-21,,266662.0,523880.0
P23A0067,330.0,2005.0,2019.0,15.0,15.0,17.936636363636364,0.12788632827390517,17.71,17.97,18.0955,0.3855000000000004,NAP,2005-01-13,2019-01-08,,266903.0,520055.0
P23A0068,305.0,2006.0,2019.0,14.0,14.0,17.776557377049162,0.5499506115561582,16.648,17.75,18.5,1.8520000000000003,NAP,2006-03-14,2019-01-08,,266804.0,524901.0
P23A0069,296.0,2006.0,2019.0,14.0,14.0,16.18668918918919,0.35184817317626654,15.7,16.18,16.67,0.9700000000000024,NAP,2006-03-14,2019-01-08,,266796.0,524914.0
P23A0070,326.0,2005.0,2019.0,15.0,15.0,17.326687116564422,0.236073144374884,16.9,17.42,17.58,0.6799999999999997,NAP,2005-01-13,2019-01-08,,266886.0,522392.0
P23A0071,316.0,2005.0,2018.0,14.0,14.0,17.55838607594937,0.13461145613567088,17.25,17.6,17.7,0.4499999999999993,NAP,2005-01-13,2018-11-27,,266828.0,522384.0
P23A0072,322.0,2005.0,2018.0,14.0,14.0,17.307422360248427,0.17962023419628867,17.1105,17.3,17.549500000000002,0.4390000000000036,NAP,2005-01-13,2018-11-27,,266797.0,522405.0
P23A0073,330.0,2005.0,2019.0,15.0,15.0,17.008242424242404,0.24082167225972742,16.5135,17.09,17.25,0.7364999999999995,NAP,2005-01-13,2019-01-08,,266941.0,523289.0
P23A0074,302.0,2006.0,2019.0,14.0,14.0,16.616754966887417,0.2203260937788184,16.13,16.66,16.9295,0.7995000000000019,NAP,2006-03-14,2019-01-08,,266998.0,524941.0
P23A0075,275.0,2005.0,2017.0,13.0,13.0,19.64603636363635,0.03424789600675049,19.597,19.64,19.71,0.11299999999999955,NAP,2005-01-13,2017-02-28,,266415.0,524290.0
P23A0076,246.0,2006.0,2019.0,12.0,14.0,19.15317073170733,0.18744171153055367,18.8,19.185000000000002,19.39,0.5899999999999999,NAP,2006-03-14,2019-01-08,,266072.0,524843.0
P23A0077,218.0,2006.0,2019.0,13.0,14.0,19.82752293577977,0.17420077384952845,19.5085,19.835,19.99,0.48149999999999693,NAP,2006-03-14,2019-01-08,,266160.0,524779.0
P23A0078,263.0,2006.0,2019.0,13.0,14.0,19.32977186311785,0.10762860781670162,19.13,19.35,19.48,0.3500000000000014,NAP,2006-03-14,2019-01-08,,266537.0,524732.0
P23A0079,256.0,2006.0,2019.0,12.0,14.0,19.23207031249998,0.1439962245471161,18.96,19.22,19.45,0.48999999999999844,NAP,2006-03-14,2019-01-08,,266786.0,524720.0
P23A0080,250.0,2006.0,2019.0,12.0,14.0,19.274440000000002,0.12555693759531256,19.04,19.28,19.47,0.4299999999999997,NAP,2006-03-14,2019-01-08,,266918.0,524714.0
P23A0081,269.0,2006.0,2019.0,13.0,14.0,19.143197026022307,0.19082940100946164,18.604,19.2,19.31,0.7059999999999995,NAP,2006-03-14,2019-01-08,,266667.0,524001.0
P23A0082,148.0,2006.0,2013.0,8.0,8.0,19.151013513513515,0.16462176753623725,18.964,19.19,19.31,0.3460000000000001,NAP,2006-08-28,2013-01-14,,266662.0,523877.0
P23A0083,268.0,2006.0,2019.0,13.0,14.0,18.270447761194024,0.30520298561682835,17.5105,18.32,18.58,1.069499999999998,NAP,2006-03-14,2019-01-08,,266853.0,523981.0
P23A0084,157.0,2006.0,2012.0,7.0,7.0,18.212356687898087,0.3314964905398573,17.498,18.24,18.622,1.1239999999999988,NAP,2006-03-14,2012-10-29,,266847.0,523876.0
P23A0085,268.0,2006.0,2019.0,13.0,14.0,17.692014925373126,0.15485781735716028,17.41,17.71,17.9,0.48999999999999844,NAP,2006-03-14,2019-01-08,,266880.0,523619.0
P23A0086,268.0,2006.0,2019.0,13.0,14.0,19.364589552238765,0.1447722588469006,18.9635,19.41,19.49,0.5264999999999986,NAP,2006-04-12,2019-01-08,,267254.0,524796.0
P23A0087,270.0,2006.0,2019.0,13.0,14.0,19.35381481481479,0.18929305716201664,18.789,19.41,19.49,0.700999999999997,NAP,2006-03-14,2019-01-08,,267512.0,524293.0
P23A0088,235.0,2005.0,2018.0,13.0,14.0,16.997489361702144,0.17323244997387124,16.72,17.0,17.283,0.5630000000000024,NAP,2005-01-13,2018-07-30,,266942.0,522855.0
P23A0089,194.0,2005.0,2013.0,9.0,9.0,17.06860824742267,0.14374567759762608,16.8365,17.07,17.3035,0.46699999999999875,NAP,2005-01-13,2013-06-11,,266968.0,522380.0
P23A0090,281.0,2005.0,2019.0,14.0,15.0,16.980355871886122,0.17719807735182538,16.7,16.97,17.28,0.5800000000000018,NAP,2005-01-13,2019-01-08,,267196.0,522364.0
P23A0091,292.0,2005.0,2019.0,14.0,15.0,17.432328767123295,0.11739170542649993,17.2455,17.44,17.58,0.33449999999999847,NAP,2005-01-13,2019-01-08,,267722.0,521505.0
P23A0092,286.0,2005.0,2019.0,14.0,15.0,17.438951048951065,0.09899291689503376,17.2525,17.44,17.58,0.327499999999997,NAP,2005-01-13,2019-01-08,,267180.0,521531.0
P23A0093,287.0,2005.0,2019.0,14.0,15.0,17.606968641114968,0.12976663720719236,17.363,17.62,17.77,0.40700000000000003,NAP,2005-01-13,2019-01-08,,266986.0,521541.0
P23A0094,276.0,2005.0,2019.0,14.0,15.0,18.208442028985523,0.16165766379452778,18.0,18.24,18.3525,0.35249999999999915,NAP,2005-01-13,2019-01-08,,266789.0,521465.0
P23A0095,291.0,2005.0,2019.0,14.0,15.0,18.331752577319577,0.16102051899195313,18.04,18.38,18.505000000000003,0.4650000000000034,NAP,2005-01-13,2019-01-08,,266653.0,521486.0
P23A0096,249.0,2005.0,2019.0,14.0,15.0,17.62144578313253,0.17475189230218577,17.394,17.64,17.76,0.3660000000000032,NAP,2005-01-13,2019-01-08,,266048.0,520080.0
P23A0097,292.0,2005.0,2019.0,14.0,15.0,18.591609589041088,0.07611131956649778,18.4255,18.61,18.68,0.25450000000000017,NAP,2005-01-13,2019-01-08,,265762.0,520130.0
P23A0098,292.0,2005.0,2019.0,14.0,15.0,18.664589041095862,0.47447149359050544,18.54,18.71,18.78,0.240000000000002,NAP,2005-01-13,2019-01-08,,265338.0,520161.0
P23A0099,230.0,2006.0,2019.0,13.0,14.0,17.61430434782609,0.15460385629977197,17.4045,17.63,17.8,0.39550000000000196,NAP,2006-11-15,2019-01-08,,266091.0,520080.0
P23A0100,244.0,2006.0,2018.0,12.0,13.0,17.31159836065574,0.10592870961139492,17.13,17.33,17.47,0.33999999999999986,NAP,2006-11-15,2018-11-27,,266871.0,523410.0
P23A0101,245.0,2006.0,2018.0,12.0,13.0,17.401469387755107,0.12026730849851132,17.2,17.42,17.56,0.35999999999999943,NAP,2006-11-15,2018-11-27,,266893.0,523311.0
P23A0102,244.0,2006.0,2018.0,12.0,13.0,19.49266393442623,0.18294986205858416,19.25,19.52,19.68,0.4299999999999997,NAP,2006-11-15,2018-11-27,,265207.0,524307.0
P23A0103,230.0,2006.0,2018.0,12.0,13.0,19.471000000000004,0.14311979286307794,19.2245,19.494999999999997,19.6955,0.4710000000000001,NAP,2006-11-15,2018-11-27,,265224.0,524269.0
P23A0104,246.0,2006.0,2018.0,12.0,13.0,16.63048780487805,0.11210311331063598,16.44,16.665,16.77,0.3299999999999983,NAP,2006-11-15,2018-11-27,,263935.0,522932.0
P23A0105,246.0,2006.0,2018.0,12.0,13.0,16.316382113821135,0.10441049445457203,16.13,16.35,16.44,0.3100000000000023,NAP,2006-11-15,2018-11-27,,263915.0,522602.0
P23A0111,2782.0,2013.0,2020.0,8.0,8.0,17.395301941049663,0.12629123999454364,17.15,17.41,17.55,0.40000000000000213,NAP,2013-02-07,2020-09-25,,267727.0,521507.0
P23A0112,2308.0,2013.0,2020.0,8.0,8.0,17.418245233968754,0.10928421644625198,17.22,17.43,17.56,0.33999999999999986,NAP,2013-02-07,2020-09-04,,267179.0,521532.0
P23A0113,2365.0,2013.0,2020.0,8.0,8.0,17.582938689217748,0.11480041554931175,17.37,17.6,17.72,0.34999999999999787,NAP,2013-02-07,2020-03-27,,266990.0,521537.0
P23A0114,2230.0,2013.0,2020.0,8.0,8.0,16.23900896860992,0.13080163135697986,15.99,16.28,16.39,0.40000000000000036,NAP,2013-04-20,2020-07-29,,265880.0,519909.0
P23A0115,109.0,2014.0,2018.0,5.0,5.0,0.42082568807339443,0.21933877247716754,0.162,0.39,0.8739999999999994,0.7119999999999994,NAP,2014-02-12,2018-10-02,,264180.0,523474.0
P23A0116,118.0,2014.0,2019.0,6.0,6.0,16.28440677966101,0.11820988412895139,16.0585,16.34,16.41,0.3515000000000015,NAP,2014-01-13,2019-01-08,,265887.0,519901.0
P23A0117,116.0,2014.0,2019.0,6.0,6.0,16.510689655172406,1.5395582224261217,16.14,16.7,16.81,0.6699999999999982,NAP,2014-01-13,2019-01-08,,267025.0,524405.0
P23A0118,114.0,2014.0,2018.0,5.0,5.0,1.2448245614035087,0.1885681138228064,0.92,1.315,1.44,0.5199999999999999,NAP,2014-02-12,2018-11-27,,263993.0,523740.0
P23A0119,87.0,2014.0,2018.0,5.0,5.0,0.42942528735632185,0.15829290132197368,0.26,0.39,0.6960000000000002,0.43600000000000017,NAP,2014-02-12,2018-07-14,,264740.0,524431.0
P23A0120,32.0,2017.0,2018.0,2.0,2.0,16.6665625,0.14306798237427232,16.4255,16.715,16.8245,0.3990000000000009,NAP,2017-07-12,2018-11-27,,263971.0,522648.0
P24F0001,831.0,1964.0,2004.0,41.0,41.0,0.7276895306859213,0.32055930770721874,0.19,0.73,1.245,1.0550000000000002,NAP,1964-05-14,2004-11-15,24FS0011,99055.0,490330.0
P24F0002,507.0,1958.0,1996.0,27.0,39.0,2.165345167652858,0.4884475985335205,1.393,2.2,2.91,1.5170000000000001,NAP,1958-06-28,1996-05-29,24FS0012,99900.0,489140.0
P24F0003,232.0,1992.0,2003.0,12.0,12.0,2.3725862068965515,0.32184161814195816,1.8410000000000002,2.37,2.8645,1.0234999999999999,NAP,1992-07-14,2003-08-28,24FS0026,98960.0,493890.0
P24F0004,207.0,1992.0,2003.0,12.0,12.0,3.9767149758454132,0.7499383993588323,2.98,3.77,5.157,2.177,NAP,1992-07-14,2003-08-28,24FS0027,99820.0,493760.0
P24F0005,200.0,1992.0,2003.0,12.0,12.0,1.5819999999999999,0.6685640503700719,0.739,1.3050000000000002,2.7,1.9610000000000003,NAP,1992-07-14,2003-08-28,24FS0031,99680.0,492400.0
P24F0006,500.0,1997.0,2019.0,23.0,23.0,5.021439999999999,0.37971290494314364,4.0195,5.04,5.5104999999999995,1.4909999999999997,NAP,1997-06-14,2019-10-29,24FS7813,99800.0,494960.0
P24F0007,108.0,2004.0,2008.0,5.0,5.0,-1.4554629629629627,0.10523124744042417,-1.61,-1.43,-1.3135000000000001,0.2965,NAP,2004-07-08,2008-09-23,,97858.0,488668.0
P24F0008,120.0,2004.0,2008.0,5.0,5.0,-1.4681666666666673,0.1060678658070518,-1.61,-1.47,-1.3,0.31000000000000005,NAP,2004-01-12,2008-09-23,,97651.0,488490.0
P24F0009,122.0,2004.0,2008.0,5.0,5.0,-1.2680327868852461,0.16126893171849202,-1.568,-1.2650000000000001,-1.0,0.5680000000000001,NAP,2004-01-12,2008-09-23,,97276.0,488010.0
P24F0010,41.0,2004.0,2005.0,2.0,2.0,-1.2197560975609758,0.07617374235515967,-1.3,-1.22,-1.11,0.18999999999999995,NAP,2004-01-12,2005-08-23,,97826.0,488866.0
P24F0011,122.0,2004.0,2008.0,5.0,5.0,-1.3939344262295075,0.13977288175630298,-1.6389999999999998,-1.38,-1.19,0.44899999999999984,NAP,2004-01-12,2008-09-23,,97302.0,488407.0
P24F0012,100.0,2004.0,2008.0,5.0,5.0,-1.3082999999999998,0.2030328380664894,-1.69,-1.26,-1.06,0.6299999999999999,NAP,2004-11-13,2008-09-23,,96880.0,488030.0
P24H0001,180.0,1972.0,1979.0,8.0,8.0,-0.6733333333333332,0.09678635113156778,-0.8204999999999999,-0.665,-0.5,0.3204999999999999,NAP,1972-01-21,1979-10-15,24HS0057,97400.0,479300.0
P24H0002,197.0,1973.0,1981.0,9.0,9.0,-0.6312182741116752,0.055755827654284495,-0.702,-0.64,-0.52,0.18199999999999994,NAP,1973-05-04,1981-11-27,24HS0106,98170.0,479220.0
P24H0003,122.0,2004.0,2008.0,5.0,5.0,-1.4444262295081964,0.13785277318546083,-1.738,-1.42,-1.2705000000000002,0.4674999999999998,NAP,2004-01-12,2008-09-23,,96999.0,486893.0
P24H0004,12.0,2006.0,2007.0,2.0,2.0,3.414166666666667,0.13358404459252224,3.263,3.365,3.6205,0.35749999999999993,NAP,2006-03-09,2007-03-02,,94030.0,478650.0
P24H0005,13.0,2006.0,2007.0,2.0,2.0,3.3953846153846152,0.141162753858527,3.206,3.4,3.636,0.43000000000000016,NAP,2006-03-09,2007-03-02,,94315.0,478880.0
P24H0006,12.0,2006.0,2007.0,2.0,2.0,3.455833333333333,0.14112910487360236,3.3075,3.4000000000000004,3.686,0.37849999999999984,NAP,2006-03-09,2007-03-02,,94625.0,479025.0
P24H0007,13.0,2006.0,2007.0,2.0,2.0,3.381538461538461,0.16020019526861565,3.17,3.33,3.66,0.4900000000000002,NAP,2006-03-09,2007-03-02,,93910.0,478510.0
P25A0001,157.0,1958.0,1998.0,37.0,41.0,2.142738853503184,0.2375208802291515,1.516,2.18,2.3619999999999997,0.8459999999999996,NAP,1958-09-16,1998-03-13,25AS0037,104070.0,495260.0
P25A0002,170.0,1958.0,1998.0,40.0,41.0,2.1222941176470584,0.1748948169804163,1.93,2.07,2.38,0.44999999999999996,NAP,1958-07-15,1998-03-13,25AS0038,104230.0,495330.0
P25A0003,31.0,1969.0,1971.0,3.0,3.0,4.44483870967742,0.19593997325272744,4.109999999999999,4.53,4.625,0.5150000000000006,NAP,1969-09-28,1971-08-28,25AS0070,101790.0,492400.0
P25A0004,358.0,1958.0,1981.0,19.0,24.0,4.2281564245810035,1.2182643474553212,1.8585,4.665,5.52,3.6614999999999993,NAP,1958-07-14,1981-07-14,25AS0073,100540.0,490470.0
P25A0005,223.0,1992.0,2003.0,12.0,12.0,4.363318385650223,0.7245220369027725,3.262,4.47,5.439,2.177,NAP,1992-07-14,2003-08-28,25AS0127,101770.0,492380.0
P25A0006,184.0,1992.0,2003.0,12.0,12.0,3.376032608695652,0.7661628320857521,2.0974999999999997,3.66,4.4239999999999995,2.3265,NAP,1992-07-14,2003-08-28,25AS0128,100730.0,490400.0
P25A0007,190.0,1980.0,1992.0,11.0,13.0,-0.5728947368421055,0.07542149268911477,-0.65,-0.58,-0.37,0.28,NAP,1980-07-28,1992-11-28,25AS7013,100680.0,489670.0
P25A0008,181.0,1985.0,1993.0,9.0,9.0,0.33458563535911584,0.1833317260937418,0.06,0.36,0.63,0.5700000000000001,NAP,1985-07-14,1993-03-28,25AS7014,100740.0,489840.0
P25A0009,181.0,1985.0,1993.0,9.0,9.0,0.025082872928176826,0.14192963352203947,-0.19,0.06,0.23,0.42000000000000004,NAP,1985-07-14,1993-03-28,25AS7015,100750.0,489790.0
P25A0010,181.0,1985.0,1993.0,9.0,9.0,0.14867403314917124,0.13878604172441927,-0.15,0.19,0.28,0.43000000000000005,NAP,1985-07-14,1993-03-28,25AS7016,100850.0,489580.0
P25A0011,181.0,1985.0,1993.0,9.0,9.0,-1.1335911602209938,0.08558185639285,-1.22,-1.13,-1.07,0.1499999999999999,NAP,1985-07-14,1993-03-28,25AS7017,101170.0,489160.0
P25A0012,516.0,1996.0,2019.0,24.0,24.0,4.014147286821704,0.12728474924625724,3.82,4.01,4.2225,0.4025000000000003,NAP,1996-07-14,2019-10-29,25AS7828,102950.0,493305.0
P25A0013,375.0,1996.0,2018.0,23.0,23.0,3.971173333333334,0.11241019866063458,3.767,3.98,4.133,0.3660000000000001,NAP,1996-07-14,2018-05-29,25AS7829,103375.0,493475.0
P25A0014,470.0,1997.0,2019.0,23.0,23.0,5.19527659574468,0.4463214108649604,4.0045,5.26,5.71,1.7054999999999998,NAP,1997-06-14,2019-10-29,25AS7835,100090.0,494660.0
P25A0015,140.0,1996.0,2003.0,8.0,8.0,2.793428571428572,0.6647255845647309,1.1695,3.045,3.5,2.3305,NAP,1996-06-14,2003-08-28,25AS9001,100030.0,489130.0
P25A0016,57.0,2014.0,2016.0,3.0,3.0,0.10175438596491228,0.08368996370570761,-0.02,0.13,0.15199999999999994,0.17199999999999993,NAP,2014-04-28,2016-09-29,,100846.0,489681.0
P25A0017,61.0,2014.0,2017.0,4.0,4.0,-0.23491803278688553,0.04252932129012776,-0.23,-0.23,-0.23,0.0,NAP,2014-05-14,2017-03-02,,100798.0,489735.0
P25A0018,61.0,2014.0,2017.0,4.0,4.0,-0.3132786885245901,0.03144949980923962,-0.31,-0.31,-0.31,0.0,NAP,2014-05-14,2017-03-02,,100816.0,489647.0
P25A0019,63.0,2014.0,2017.0,4.0,4.0,-3.0838095238095242,0.06094494002200441,-3.189,-3.09,-2.9720000000000004,0.21699999999999964,NAP,2014-04-14,2017-02-14,,108209.0,492413.0
P25A0020,61.0,2014.0,2017.0,4.0,4.0,-0.18803278688524588,0.040283150825589066,-0.22,-0.2,-0.09,0.13,NAP,2014-05-28,2017-03-02,,101306.0,488178.0
P25B0001,97.0,1985.0,1990.0,6.0,6.0,-2.16422680412371,0.06368599812665512,-2.26,-2.17,-2.06,0.19999999999999973,NAP,1985-06-14,1990-06-28,,110620.0,489240.0
P25E0001,293.0,1990.0,2005.0,16.0,16.0,-4.771774744027305,0.07776142679335096,-4.9,-4.77,-4.646,0.25400000000000045,NAP,1990-05-29,2005-01-27,25ES7030,126515.0,498640.0
P25E0002,313.0,1990.0,2005.0,16.0,16.0,-4.7896166134185245,0.07199434614576229,-4.89,-4.79,-4.68,0.20999999999999996,NAP,1990-05-29,2005-01-27,25ES7031,126620.0,498800.0
P25E0003,129.0,1990.0,1996.0,7.0,7.0,-4.740000000000003,0.0740143567154373,-4.87,-4.74,-4.624,0.24600000000000044,NAP,1990-05-29,1996-06-13,25ES7032,126700.0,498970.0
P25E0004,177.0,1996.0,2005.0,10.0,10.0,-4.617005649717518,0.10074475494891785,-4.82,-4.59,-4.49,0.33000000000000007,NAP,1996-10-17,2005-01-27,25ES7032,126700.0,498972.0
P25E0005,290.0,1990.0,2005.0,16.0,16.0,-4.666793103448277,0.08145131617899305,-4.82,-4.67,-4.5445,0.2755000000000001,NAP,1990-05-29,2005-01-27,25ES7033,126780.0,499145.0
P25E0006,285.0,1990.0,2005.0,16.0,16.0,-4.770105263157894,0.07968018914776849,-4.91,-4.77,-4.662,0.24800000000000022,NAP,1990-05-29,2005-01-27,25ES7034,126810.0,498460.0
P25E0007,263.0,1990.0,2005.0,16.0,16.0,-4.759885931558938,0.102984038227134,-4.919,-4.75,-4.63,0.2889999999999997,NAP,1990-05-29,2005-01-27,25ES7035,127015.0,498560.0
P25E0008,277.0,1990.0,2005.0,16.0,16.0,-4.746209386281592,0.06354046569819674,-4.86,-4.75,-4.648000000000001,0.21199999999999974,NAP,1990-05-29,2005-01-27,25ES7036,127120.0,498715.0
P25E0009,278.0,1990.0,2005.0,16.0,16.0,-4.626654676258987,0.08003584145045155,-4.7545,-4.61,-4.52,0.2345000000000006,NAP,1990-05-29,2005-01-27,25ES7037,127110.0,498930.0
P25E0010,124.0,1996.0,2004.0,8.0,9.0,-1.5554032258064523,0.020218288169413418,-1.59,-1.55,-1.54,0.050000000000000044,NAP,1996-08-15,2004-08-30,25ES7041,125990.0,495200.0
P25E0013,22.0,1997.0,1998.0,2.0,2.0,-1.541818181818182,0.008528028654224425,-1.55,-1.54,-1.53,0.020000000000000018,NAP,1997-02-13,1998-02-26,25ES7044,125820.0,495610.0
P25E0014,35.0,1996.0,1998.0,3.0,3.0,-1.5499999999999994,0.009393364366277253,-1.56,-1.55,-1.54,0.020000000000000018,NAP,1996-08-15,1998-02-26,25ES7045,125870.0,495630.0
P25E0015,35.0,1996.0,1998.0,3.0,3.0,-1.5488571428571425,0.03358671205835361,-1.57,-1.56,-1.5270000000000001,0.04299999999999993,NAP,1996-08-15,1998-02-26,25ES7046,125580.0,495890.0
P25E0016,68.0,1995.0,1998.0,4.0,4.0,-0.4747058823529411,0.10413066688433814,-0.6064999999999999,-0.495,-0.31,0.29649999999999993,NAP,1995-06-18,1998-10-19,25ES7800,129125.0,488113.0
P25E0017,260.0,2002.0,2014.0,13.0,13.0,-1.5686538461538466,0.08392929654850453,-1.74,-1.55,-1.48,0.26,NAP,2002-04-14,2014-01-28,,124312.0,494562.0
P25E0018,259.0,2002.0,2014.0,13.0,13.0,-1.5518532818532844,0.014562139600015131,-1.58,-1.55,-1.53,0.050000000000000044,NAP,2002-04-14,2014-01-28,,124029.0,495010.0
P25E0019,259.0,2002.0,2014.0,13.0,13.0,-1.5498455598455618,0.033882710506892545,-1.61,-1.55,-1.49,0.1200000000000001,NAP,2002-04-14,2014-01-28,,123827.0,495009.0
P25E0020,260.0,2002.0,2014.0,13.0,13.0,-1.5358846153846135,0.02093347972054752,-1.57,-1.54,-1.5,0.07000000000000006,NAP,2002-04-14,2014-01-28,,124262.0,496115.0
P25E0021,262.0,2002.0,2014.0,13.0,13.0,-1.5388931297709925,0.016209713708745587,-1.56,-1.54,-1.52,0.040000000000000036,NAP,2002-04-14,2014-01-28,,124388.0,496147.0
P25E0022,261.0,2002.0,2014.0,13.0,13.0,-1.5428352490421489,0.020559661373746485,-1.57,-1.54,-1.51,0.06000000000000005,NAP,2002-04-14,2014-01-28,,124495.0,496004.0
P25E0023,260.0,2002.0,2014.0,13.0,13.0,-1.5496153846153848,0.04848124019072378,-1.62,-1.55,-1.5,0.1200000000000001,NAP,2002-04-14,2014-01-28,,124147.0,496168.0
P25E0025,0.0,,,0.0,,,,,,,,NAP,,,,124480.0,495233.0
P25E0026,0.0,,,0.0,,,,,,,,NAP,,,,124820.0,495438.0
P25E0027,0.0,,,0.0,,,,,,,,NAP,,,,124824.0,495583.0
P25E0028,0.0,,,0.0,,,,,,,,NAP,,,,124150.0,495783.0
P25E0029,0.0,,,0.0,,,,,,,,NAP,,,,124409.0,496243.0
P25E0030,0.0,,,0.0,,,,,,,,NAP,,,,123944.0,495805.0
P25F0001,2.0,1996.0,1996.0,1.0,1.0,-1.58,0.0,-1.58,-1.58,-1.58,0.0,NAP,1996-08-15,1996-08-29,25FS7004,130940.0,494100.0
P25F0002,168.0,1996.0,2005.0,10.0,10.0,-1.4756547619047626,0.23033076939584496,-2.06,-1.4,-1.35,0.71,NAP,1996-10-17,2005-01-27,25FS7005,130270.0,492490.0
P25F0003,166.0,1996.0,2005.0,10.0,10.0,-1.4628313253012069,0.22732661427609602,-1.57,-1.55,-0.86,0.7100000000000001,NAP,1996-08-15,2005-01-27,25FS7006,130310.0,492540.0
P25F0004,99.0,1996.0,2002.0,7.0,7.0,-1.4871717171717171,0.03650665033182046,-1.521,-1.5,-1.42,0.10099999999999998,NAP,1996-10-28,2002-11-28,25FS7007,130560.0,492560.0
P25F0005,0.0,,,0.0,,,,,,,,NAP,,,,139505.0,487789.0
P25G0001,49.0,2014.0,2016.0,3.0,3.0,-2.3220408163265303,0.1955225859911152,-2.58,-2.18,-2.14,0.43999999999999995,NAP,2014-04-28,2016-06-14,,129466.0,481485.0
P25H0001,241.0,1990.0,2011.0,22.0,22.0,-1.3017427385892117,0.05876748143434045,-1.39,-1.3,-1.23,0.15999999999999992,NAP,1990-11-28,2011-08-14,25HS7821,136165.0,475340.0
P25H0002,241.0,1990.0,2011.0,22.0,22.0,-1.1853526970954342,0.09250214008215538,-1.31,-1.18,-1.03,0.28,NAP,1990-11-28,2011-08-14,25HS7822,136175.0,475335.0
P25H0003,224.0,1990.0,2009.0,20.0,20.0,-1.234821428571428,0.06411847418320495,-1.33,-1.23,-1.13,0.20000000000000018,NAP,1990-11-28,2009-09-14,25HS7823,136552.0,475352.0
P25H0004,216.0,1990.0,2008.0,19.0,19.0,-1.2396296296296287,0.05334269943598657,-1.32,-1.25,-1.14,0.18000000000000016,NAP,1990-11-28,2008-11-14,25HS7824,136560.0,475351.0
P25H0009,86.0,1985.0,1989.0,5.0,5.0,-1.522441860465117,0.06507798121370154,-1.64,-1.51,-1.4725,0.16749999999999998,NAP,1985-10-14,1989-05-28,25HS7893,135280.0,480560.0
P25H0010,86.0,1985.0,1989.0,5.0,5.0,-1.238372093023256,0.06021257373313083,-1.29,-1.25,-1.17,0.1200000000000001,NAP,1985-10-14,1989-05-28,25HS7894,137040.0,479810.0
P25H0011,800.0,1985.0,2020.0,36.0,36.0,-0.05156250000000024,1.0026199389705335,-1.08,-0.885,1.09,2.17,NAP,1985-10-14,2020-04-14,25HS7895,135420.0,480270.0
P25H0012,791.0,1985.0,2020.0,36.0,36.0,-0.10374209860935506,0.29267886100837553,-0.37,-0.28,0.35,0.72,NAP,1985-10-14,2020-04-14,25HS7896,137000.0,476310.0
P25H0013,580.0,1985.0,2012.0,27.0,28.0,-0.1192068965517237,1.7530918333385037,-1.8105,-1.7,1.8,3.6105,NAP,1985-10-14,2012-06-13,25HS7897,135580.0,477100.0
P25H0014,445.0,1993.0,2013.0,21.0,21.0,-0.7541573033707898,0.044766888422338426,-0.85,-0.74,-0.7220000000000004,0.12799999999999956,NAP,1993-11-15,2013-10-29,25HS7899,137800.0,476510.0
P25H0015,314.0,2000.0,2013.0,14.0,14.0,-0.9850636942675156,0.08276084190269554,-1.12,-0.975,-0.87,0.2500000000000001,NAP,2000-03-28,2013-11-28,,135965.0,476905.0
P25H0016,256.0,2000.0,2011.0,12.0,12.0,-1.5158984375,0.08762651043424219,-1.65,-1.51,-1.37,0.2799999999999998,NAP,2000-03-28,2011-11-28,,134620.0,478990.0
P25H0017,0.0,,,0.0,,,,,,,,NAP,,,,139039.0,486619.0
P26A0001,77.0,1999.0,2003.0,5.0,5.0,-4.4884415584415605,0.6617720726541034,-5.21,-4.95,-3.76,1.4500000000000002,NAP,1999-05-28,2003-11-28,26AS7000,146168.0,493895.0
P26A0002,71.0,1999.0,2003.0,5.0,5.0,-3.0105633802816896,0.8572379021750924,-3.975,-2.27,-2.085,1.8900000000000001,NAP,1999-05-28,2003-08-28,26AS7001,147945.0,495203.0
P26A0003,103.0,1999.0,2004.0,6.0,6.0,-5.092038834951453,0.5966250821689777,-5.63,-5.46,-4.2010000000000005,1.4289999999999994,NAP,1999-05-28,2004-11-28,26AS7002,149061.0,492118.0
P26A0004,513.0,1999.0,2015.0,8.0,17.0,-4.128674463937626,0.2786585424357503,-4.36,-4.2,-3.3,1.0600000000000005,NAP,1999-05-28,2015-12-07,26AS7003,147405.0,493261.0
P26A0005,0.0,,,0.0,,,,,,,,NAP,,,,147272.0,490725.0
P26A0006,0.0,,,0.0,,,,,,,,NAP,,,,144022.0,489712.0
P26A0007,1018.0,2015.0,2019.0,5.0,5.0,-4.67371316306483,0.24047798240841128,-4.98,-4.75,-4.22,0.7600000000000007,NAP,2015-12-10,2019-04-02,,147171.0,493093.0
P26A0008,1046.0,2015.0,2019.0,5.0,5.0,-3.9009847036328864,0.19165031392616655,-4.27,-3.825,-3.68,0.5899999999999994,NAP,2015-12-10,2019-10-11,,147401.0,493267.0
P26A0009,801.0,2015.0,2019.0,5.0,5.0,-3.758976279650429,0.17285890398426598,-4.05,-3.72,-3.52,0.5299999999999998,NAP,2015-12-10,2019-02-08,,147671.0,495075.0
