location,date,remark
P41E0043,2012-02-15,Sensor defect/Meting tijdens uitlezen
P41E0043,2012-04-03,Sensor staat (praktisch) droog
P41E0043,2012-04-04,Sensor staat (praktisch) droog
P41E0043,2012-04-05,Sensor staat (praktisch) droog
P41E0043,2012-04-06,Sensor staat (praktisch) droog
P41E0043,2012-04-07,Sensor staat (praktisch) droog
P41E0043,2012-04-08,Sensor staat (praktisch) droog
P41E0043,2012-04-09,Sensor staat (praktisch) droog
P41E0043,2012-04-10,Sensor staat (praktisch) droog
P41E0043,2012-04-11,Sensor staat (praktisch) droog
P41E0043,2012-04-13,Sensor staat (praktisch) droog
P41E0043,2012-04-14,Sensor staat (praktisch) droog
P41E0043,2012-04-15,Sensor staat (praktisch) droog
P41E0043,2012-04-16,Sensor staat (praktisch) droog
P41E0043,2012-04-17,Sensor staat (praktisch) droog
P41E0043,2012-04-18,Sensor staat (praktisch) droog
P41E0043,2012-04-19,Sensor staat (praktisch) droog
P41E0043,2012-04-20,Sensor staat (praktisch) droog
P41E0043,2012-04-21,Sensor staat (praktisch) droog
P41E0043,2012-04-22,Sensor staat (praktisch) droog
P41E0043,2012-04-23,Sensor staat (praktisch) droog
P41E0043,2012-04-24,Sensor staat (praktisch) droog
P41E0043,2012-04-25,Sensor staat (praktisch) droog
P41E0043,2012-04-26,Sensor staat (praktisch) droog
P41E0043,2012-04-27,Sensor staat (praktisch) droog
P41E0043,2012-04-28,Sensor staat (praktisch) droog
P41E0043,2012-04-29,Sensor staat (praktisch) droog
P41E0043,2012-04-30,Sensor staat (praktisch) droog
P41E0043,2012-05-01,Sensor staat (praktisch) droog
P41E0043,2012-05-02,Sensor staat (praktisch) droog
P41E0043,2012-05-03,Sensor staat (praktisch) droog
P41E0043,2012-05-04,Sensor staat (praktisch) droog
P41E0043,2012-05-05,Sensor staat (praktisch) droog
P41E0043,2012-05-06,Sensor staat (praktisch) droog
P41E0043,2012-05-07,Sensor staat (praktisch) droog
P41E0043,2012-05-08,Sensor staat (praktisch) droog
P41E0043,2012-05-09,Sensor staat (praktisch) droog
P41E0043,2012-05-10,Sensor staat (praktisch) droog
P41E0043,2012-05-11,Sensor staat (praktisch) droog
P41E0043,2012-05-12,Sensor staat (praktisch) droog
P41E0043,2012-05-13,Sensor staat (praktisch) droog
P41E0043,2012-05-14,Sensor staat (praktisch) droog
P41E0043,2012-05-15,Sensor staat (praktisch) droog
P41E0043,2012-05-16,Sensor staat (praktisch) droog
P41E0043,2012-05-17,Sensor staat (praktisch) droog
P41E0043,2012-05-18,Sensor staat (praktisch) droog
P41E0043,2012-05-19,Sensor staat (praktisch) droog
P41E0043,2012-05-20,Sensor staat (praktisch) droog
P41E0043,2012-05-21,Sensor staat (praktisch) droog
P41E0043,2012-05-22,Sensor staat (praktisch) droog
P41E0043,2012-05-23,Sensor staat (praktisch) droog
P41E0043,2012-05-24,Sensor staat (praktisch) droog
P41E0043,2012-05-25,Sensor staat (praktisch) droog
P41E0043,2012-05-26,Sensor staat (praktisch) droog
P41E0043,2012-05-27,Sensor staat (praktisch) droog
P41E0043,2012-05-28,Sensor staat (praktisch) droog
P41E0043,2012-05-29,Sensor staat (praktisch) droog
P41E0043,2012-05-30,Sensor staat (praktisch) droog
P41E0043,2012-05-31,Sensor staat (praktisch) droog
P41E0043,2012-06-01,Sensor staat (praktisch) droog
P41E0043,2012-06-02,Sensor staat (praktisch) droog
P41E0043,2012-06-03,Sensor staat (praktisch) droog
P41E0043,2012-06-04,Sensor staat (praktisch) droog
P41E0043,2012-06-05,Sensor staat (praktisch) droog
P41E0043,2012-06-06,Sensor staat (praktisch) droog
P41E0043,2012-06-07,Sensor staat (praktisch) droog
P41E0043,2012-06-12,Sensor staat (praktisch) droog
P41E0043,2012-06-13,Sensor staat (praktisch) droog
P41E0043,2012-06-14,Sensor staat (praktisch) droog
P41E0043,2012-06-15,Sensor staat (praktisch) droog
P41E0043,2012-06-30,Sensor staat (praktisch) droog
P41E0043,2012-07-01,Sensor staat (praktisch) droog
P41E0043,2012-07-02,Sensor staat (praktisch) droog
P41E0043,2012-07-03,Sensor staat (praktisch) droog
P41E0043,2012-08-11,Sensor staat (praktisch) droog
P41E0043,2012-08-12,Sensor staat (praktisch) droog
P41E0043,2012-08-13,Sensor staat (praktisch) droog
P41E0043,2012-08-14,Sensor staat (praktisch) droog
P41E0043,2012-08-15,Sensor staat (praktisch) droog
P41E0043,2012-08-16,Sensor staat (praktisch) droog
P41E0043,2012-08-17,Sensor staat (praktisch) droog
P41E0043,2012-08-22,Sensor staat (praktisch) droog
P41E0043,2012-08-23,Sensor staat (praktisch) droog
P41E0043,2012-08-24,Sensor staat (praktisch) droog
P41E0043,2012-08-25,Sensor staat (praktisch) droog
P41E0043,2012-08-26,Sensor staat (praktisch) droog
P41E0043,2012-08-27,Sensor staat (praktisch) droog
P41E0043,2012-08-28,Sensor staat (praktisch) droog
P41E0043,2012-08-29,Sensor staat (praktisch) droog
P41E0043,2012-08-30,Sensor staat (praktisch) droog
P41E0043,2012-08-31,Sensor staat (praktisch) droog
P41E0043,2012-09-01,Sensor staat (praktisch) droog
P41E0043,2012-09-02,Sensor staat (praktisch) droog
P41E0043,2012-09-03,Sensor staat (praktisch) droog
P41E0043,2012-09-04,Sensor staat (praktisch) droog
P41E0043,2012-09-05,Sensor staat (praktisch) droog
P41E0043,2012-09-06,Sensor staat (praktisch) droog
P41E0043,2012-09-07,Sensor staat (praktisch) droog
P41E0043,2012-09-08,Sensor staat (praktisch) droog
P41E0043,2012-09-09,Sensor staat (praktisch) droog
P41E0043,2012-09-10,Sensor staat (praktisch) droog
P41E0043,2012-09-11,Sensor staat (praktisch) droog
P41E0043,2012-09-12,Sensor staat (praktisch) droog
P41E0043,2012-09-13,Sensor staat (praktisch) droog
P41E0043,2012-09-14,Sensor staat (praktisch) droog
P41E0043,2012-09-15,Sensor staat (praktisch) droog
P41E0043,2012-09-16,Sensor staat (praktisch) droog
P41E0043,2012-09-17,Sensor staat (praktisch) droog
P41E0043,2012-09-18,Sensor staat (praktisch) droog
P41E0043,2012-09-19,Sensor staat (praktisch) droog
P41E0043,2012-09-20,Sensor staat (praktisch) droog
P41E0043,2012-09-21,Sensor staat (praktisch) droog
P41E0043,2012-09-22,Sensor staat (praktisch) droog
P41E0043,2012-09-23,Sensor staat (praktisch) droog
P41E0043,2012-09-24,Sensor staat (praktisch) droog
P41E0043,2012-09-25,Sensor staat (praktisch) droog
P41E0043,2012-09-26,Sensor staat (praktisch) droog
P41E0043,2012-09-27,Sensor staat (praktisch) droog
P41E0043,2012-09-28,Sensor staat (praktisch) droog
P41E0043,2012-09-29,Sensor staat (praktisch) droog
P41E0043,2012-09-30,Sensor staat (praktisch) droog
P41E0043,2012-10-01,Sensor staat (praktisch) droog
P41E0043,2012-10-02,Sensor staat (praktisch) droog
P41E0043,2012-10-03,Sensor staat (praktisch) droog
P41E0043,2013-05-09,Sensor staat (praktisch) droog
P41E0043,2013-05-10,Sensor staat (praktisch) droog
P41E0043,2013-06-03,Sensor staat (praktisch) droog
P41E0043,2013-06-04,Sensor staat (praktisch) droog
P41E0043,2013-06-05,Sensor staat (praktisch) droog
P41E0043,2013-06-06,Sensor staat (praktisch) droog
P41E0043,2013-06-07,Sensor staat (praktisch) droog
P41E0043,2013-06-08,Sensor staat (praktisch) droog
P41E0043,2013-06-09,Sensor staat (praktisch) droog
P41E0043,2013-06-10,Sensor staat (praktisch) droog
P41E0043,2013-06-11,Sensor staat (praktisch) droog
P41E0043,2013-06-12,Sensor staat (praktisch) droog
P41E0043,2013-06-13,Sensor staat (praktisch) droog
P41E0043,2013-06-14,Sensor staat (praktisch) droog
P41E0043,2013-06-15,Sensor staat (praktisch) droog
P41E0043,2013-06-16,Sensor staat (praktisch) droog
P41E0043,2013-06-17,Sensor staat (praktisch) droog
P41E0043,2013-06-18,Sensor staat (praktisch) droog
P41E0043,2013-06-19,Sensor staat (praktisch) droog
P41E0043,2013-06-20,Sensor staat (praktisch) droog
P41E0043,2013-06-21,Sensor staat (praktisch) droog
P41E0043,2013-06-22,Sensor staat (praktisch) droog
P41E0043,2013-06-23,Sensor staat (praktisch) droog
P41E0043,2013-06-24,Sensor staat (praktisch) droog
P41E0043,2013-06-25,Sensor staat (praktisch) droog
P41E0043,2013-06-26,Sensor staat (praktisch) droog
P41E0043,2013-06-27,Sensor staat (praktisch) droog
P41E0043,2013-06-28,Sensor staat (praktisch) droog
P41E0043,2013-07-04,Sensor staat (praktisch) droog
P41E0043,2013-07-05,Sensor staat (praktisch) droog
P41E0043,2013-07-06,Sensor staat (praktisch) droog
P41E0043,2013-07-07,Sensor staat (praktisch) droog
P41E0043,2013-07-08,Sensor staat (praktisch) droog
P41E0043,2013-07-09,Sensor staat (praktisch) droog
P41E0043,2013-07-10,Sensor staat (praktisch) droog
P41E0043,2013-07-11,Sensor staat (praktisch) droog
P41E0043,2013-07-12,Sensor staat (praktisch) droog
P41E0043,2013-07-13,Sensor staat (praktisch) droog
P41E0043,2013-07-14,Sensor staat (praktisch) droog
P41E0043,2013-07-15,Sensor staat (praktisch) droog
P41E0043,2013-07-16,Sensor staat (praktisch) droog
P41E0043,2013-07-17,Sensor staat (praktisch) droog
P41E0043,2013-07-18,Sensor staat (praktisch) droog
P41E0043,2013-07-19,Sensor staat (praktisch) droog
P41E0043,2013-07-20,Sensor staat (praktisch) droog
P41E0043,2013-07-21,Sensor staat (praktisch) droog
P41E0043,2013-07-22,Sensor staat (praktisch) droog
P41E0043,2013-07-23,Sensor staat (praktisch) droog
P41E0043,2013-07-24,Sensor staat (praktisch) droog
P41E0043,2013-07-25,Sensor staat (praktisch) droog
P41E0043,2013-07-26,Sensor staat (praktisch) droog
P41E0043,2013-07-27,Sensor staat (praktisch) droog
P41E0043,2013-07-28,Sensor staat (praktisch) droog
P41E0043,2013-07-29,Sensor staat (praktisch) droog
P41E0043,2013-07-30,Sensor staat (praktisch) droog
P41E0043,2013-07-31,Sensor staat (praktisch) droog
P41E0043,2013-08-01,Sensor staat (praktisch) droog
P41E0043,2013-08-02,Sensor staat (praktisch) droog
P41E0043,2013-08-03,Sensor staat (praktisch) droog
P41E0043,2013-08-04,Sensor staat (praktisch) droog
P41E0043,2013-08-05,Sensor staat (praktisch) droog
P41E0043,2013-08-06,Sensor staat (praktisch) droog
P41E0043,2013-08-07,Sensor staat (praktisch) droog
P41E0043,2013-08-08,Sensor staat (praktisch) droog
P41E0043,2013-08-09,Sensor staat (praktisch) droog
P41E0043,2013-08-10,Sensor staat (praktisch) droog
P41E0043,2013-08-11,Sensor staat (praktisch) droog
P41E0043,2013-08-12,Sensor staat (praktisch) droog
P41E0043,2013-08-13,Sensor staat (praktisch) droog
P41E0043,2013-08-14,Sensor staat (praktisch) droog
P41E0043,2013-08-15,Sensor staat (praktisch) droog
P41E0043,2013-08-16,Sensor staat (praktisch) droog
P41E0043,2013-08-17,Sensor staat (praktisch) droog
P41E0043,2013-08-18,Sensor staat (praktisch) droog
P41E0043,2013-08-19,Sensor staat (praktisch) droog
P41E0043,2013-08-20,Sensor staat (praktisch) droog
P41E0043,2013-08-21,Sensor staat (praktisch) droog
P41E0043,2013-08-22,Sensor staat (praktisch) droog
P41E0043,2013-08-23,Sensor staat (praktisch) droog
P41E0043,2013-08-24,Sensor staat (praktisch) droog
P41E0043,2013-08-25,Sensor staat (praktisch) droog
P41E0043,2013-08-26,Sensor staat (praktisch) droog
P41E0043,2013-08-27,Sensor staat (praktisch) droog
P41E0043,2013-08-28,Sensor staat (praktisch) droog
P41E0043,2013-08-29,Sensor staat (praktisch) droog
P41E0043,2013-08-30,Sensor staat (praktisch) droog
P41E0043,2013-08-31,Sensor staat (praktisch) droog
P41E0043,2013-09-01,Sensor staat (praktisch) droog
P41E0043,2013-09-02,Sensor staat (praktisch) droog
P41E0043,2013-09-03,Sensor staat (praktisch) droog
P41E0043,2013-09-04,Sensor staat (praktisch) droog
P41E0043,2013-09-05,Sensor staat (praktisch) droog
P41E0043,2013-09-06,Sensor staat (praktisch) droog
P41E0043,2013-09-07,Sensor staat (praktisch) droog
P41E0043,2013-09-08,Sensor staat (praktisch) droog
P41E0043,2013-09-09,Sensor staat (praktisch) droog
P41E0043,2013-10-02,Sensor staat (praktisch) droog
P41E0043,2013-10-03,Sensor staat (praktisch) droog
P41E0043,2013-10-04,Sensor staat (praktisch) droog
P41E0043,2013-10-05,Sensor staat (praktisch) droog
P41E0043,2013-10-06,Sensor staat (praktisch) droog
P41E0043,2013-10-07,Stand niet te bepalen t.g.v. ontbreken barometing
P41E0043,2015-09-24,drift logger
P41E0043,2015-09-25,drift logger
P41E0043,2015-09-26,drift logger
P41E0043,2015-09-27,drift logger
P41E0043,2015-09-28,drift logger
P41E0043,2015-09-29,drift logger
P41E0043,2015-09-30,drift logger
P41E0043,2015-10-01,drift logger
P41E0043,2015-10-02,drift logger
P41E0043,2015-10-03,drift logger
P41E0043,2015-10-04,drift logger
P41E0043,2015-10-05,drift logger
P41E0043,2015-10-06,drift logger
P41E0043,2015-10-07,drift logger
P41E0043,2015-10-08,drift logger
P41E0043,2015-10-09,drift logger
P41E0043,2015-10-10,drift logger
P41E0043,2015-10-11,drift logger
P41E0043,2015-10-12,drift logger
P41E0043,2015-10-13,drift logger
P41E0043,2015-10-14,drift logger
P41E0043,2015-10-15,drift logger
P41E0043,2015-10-16,drift logger
P41E0043,2015-10-17,drift logger
P41E0043,2015-10-18,drift logger
P41E0043,2015-10-19,drift logger
P41E0043,2015-10-20,drift logger
P41E0043,2015-10-21,drift logger
P41E0043,2015-10-22,drift logger
P41E0043,2015-10-23,drift logger
P41E0043,2015-10-24,drift logger
P41E0043,2015-10-25,drift logger
P41E0043,2015-10-26,drift logger
P41E0043,2015-10-27,drift logger
P41E0043,2015-10-28,drift logger
P41E0043,2015-10-29,drift logger
P41E0043,2015-10-30,drift logger
P41E0043,2015-10-31,drift logger
P41E0043,2015-11-01,drift logger
P41E0043,2015-11-02,drift logger
P41E0043,2015-11-03,drift logger
P41E0043,2015-11-04,drift logger
P41E0043,2015-11-05,drift logger
P41E0043,2015-11-06,drift logger
P41E0043,2015-11-07,drift logger
P41E0043,2015-11-08,drift logger
P41E0043,2015-11-09,drift logger
P41E0043,2015-11-10,drift logger
P41E0043,2015-11-11,drift logger
P41E0043,2015-11-12,drift logger
P41E0043,2015-11-13,drift logger
P41E0043,2015-11-14,drift logger
P41E0043,2015-11-15,drift logger
P41E0043,2015-11-16,drift logger
P41E0043,2015-11-17,drift logger
P41E0043,2015-11-18,drift logger
P41E0043,2015-11-19,drift logger
P41E0043,2015-11-20,drift logger
P41E0043,2015-11-21,drift logger
P41E0043,2015-11-22,drift logger
P41E0043,2015-11-23,drift logger
P41E0043,2015-11-24,drift logger
P41E0043,2015-11-25,drift logger
P41E0043,2015-11-26,drift logger
P41E0043,2015-11-27,drift logger
P41E0043,2015-11-28,drift logger
P41E0043,2015-11-29,drift logger
P41E0043,2015-11-30,drift logger
P41E0043,2015-12-01,drift logger
P41E0043,2015-12-02,drift logger
P41E0043,2015-12-03,drift logger
P41E0043,2015-12-04,drift logger
P41E0043,2015-12-05,drift logger
P41E0043,2015-12-06,drift logger
P41E0043,2015-12-07,drift logger
P41E0043,2015-12-08,drift logger
P41E0043,2015-12-09,drift logger
P41E0043,2015-12-10,drift logger
P41E0043,2015-12-11,drift logger
P41E0043,2015-12-12,drift logger
P41E0043,2015-12-13,drift logger
P41E0043,2015-12-14,drift logger
P41E0043,2015-12-15,drift logger
P41E0043,2015-12-16,drift logger
P41E0043,2015-12-17,drift logger
P41E0043,2015-12-18,drift logger
P41E0043,2015-12-19,drift logger
P41E0043,2015-12-20,drift logger
P41E0043,2015-12-21,drift logger
P41E0043,2015-12-22,drift logger
P41E0043,2015-12-23,drift logger
P41E0043,2015-12-24,drift logger
P41E0043,2015-12-25,drift logger
P41E0043,2015-12-26,drift logger
P41E0043,2015-12-27,drift logger
P41E0043,2015-12-28,drift logger
P41E0043,2015-12-29,drift logger
P41E0043,2015-12-30,drift logger
P41E0043,2015-12-31,drift logger
P41E0043,2016-01-01,drift logger
P41E0043,2016-01-02,drift logger
P41E0043,2016-01-03,drift logger
P41E0043,2016-01-04,drift logger
P41E0043,2016-01-05,drift logger
P41E0043,2016-01-06,drift logger
P41E0043,2016-01-07,drift logger
P41E0043,2016-01-08,drift logger
P41E0043,2016-01-09,drift logger
P41E0043,2016-01-10,drift logger
P41E0043,2016-01-11,drift logger
P41E0043,2016-01-12,drift logger
P41E0043,2016-01-13,drift logger
P41E0043,2016-01-14,drift logger
P41E0043,2016-01-15,drift logger
P41E0043,2016-01-16,drift logger
P41E0043,2016-01-17,drift logger
P41E0043,2016-01-18,drift logger
P41E0043,2016-01-19,drift logger
P41E0043,2016-01-20,drift logger
P41E0043,2016-01-21,drift logger
P41E0043,2016-01-22,drift logger
P41E0043,2016-01-23,drift logger
P41E0043,2016-01-24,drift logger
P41E0043,2016-01-25,drift logger
P41E0043,2016-01-26,drift logger
P41E0043,2016-01-27,drift logger
P41E0043,2016-01-28,drift logger
P41E0043,2016-01-29,drift logger
P41E0043,2016-01-30,drift logger
P41E0043,2016-01-31,drift logger
P41E0043,2016-02-01,drift logger
P41E0043,2016-02-02,drift logger
P41E0043,2016-02-03,drift logger
P41E0043,2016-02-04,drift logger
P41E0043,2016-02-05,drift logger
P41E0043,2016-02-06,drift logger
P41E0043,2016-02-07,drift logger
P41E0043,2016-02-08,drift logger
P41E0043,2016-02-09,drift logger
P41E0043,2016-02-10,drift logger
P41E0043,2016-02-11,drift logger
P41E0043,2016-02-12,drift logger
P41E0043,2016-02-13,drift logger
P41E0043,2016-02-14,drift logger
P41E0043,2016-02-15,drift logger
P41E0043,2016-02-16,drift logger
P41E0043,2016-02-17,drift logger
P41E0043,2016-02-18,drift logger
P41E0043,2016-02-19,drift logger
P41E0043,2016-02-20,drift logger
P41E0043,2016-02-21,drift logger
P41E0043,2016-02-22,drift logger
P41E0043,2016-02-23,drift logger
P41E0043,2016-02-24,drift logger
P41E0043,2016-02-25,drift logger
P41E0043,2016-02-26,drift logger
P41E0043,2016-02-27,drift logger
P41E0043,2016-02-28,drift logger
P41E0043,2016-02-29,drift logger
P41E0043,2016-03-01,drift logger
P41E0043,2016-03-02,drift logger
P41E0043,2016-03-03,drift logger
P41E0043,2016-03-04,drift logger
P41E0043,2016-03-05,drift logger
P41E0043,2016-03-06,drift logger
P41E0043,2016-03-07,drift logger
P41E0043,2016-03-08,drift logger
P41E0043,2016-03-09,drift logger
P41E0043,2016-03-10,drift logger
P41E0043,2016-03-11,drift logger
P41E0043,2016-03-12,drift logger
P41E0043,2016-03-13,drift logger
P41E0043,2016-03-14,drift logger
P41E0043,2016-03-15,drift logger
P41E0043,2016-03-16,drift logger
P41E0043,2016-03-17,drift logger
P41E0043,2016-03-18,drift logger
P41E0043,2016-03-19,drift logger
P41E0043,2016-03-20,drift logger
P41E0043,2016-03-21,drift logger
P41E0043,2016-03-22,drift logger
P41E0043,2016-03-23,drift logger
P41E0043,2016-03-24,drift logger
P41E0043,2016-03-25,drift logger
P41E0043,2016-03-26,drift logger
P41E0043,2016-03-27,drift logger
P41E0043,2016-03-28,drift logger
P41E0043,2016-03-29,drift logger
P41E0043,2016-03-30,drift logger
P41E0043,2016-03-31,drift logger
P41E0043,2016-04-01,drift logger
P41E0043,2016-04-02,drift logger
P41E0043,2016-04-03,drift logger
P41E0043,2016-04-04,drift logger
P41E0043,2016-04-05,drift logger
P41E0043,2016-04-06,drift logger
P41E0043,2016-04-07,drift logger
P41E0043,2016-04-08,drift logger
P41E0043,2016-04-09,drift logger
P41E0043,2016-04-10,drift logger
P41E0043,2016-04-11,drift logger
P41E0043,2016-04-12,drift logger
P41E0043,2016-04-13,drift logger
P41E0043,2016-04-14,drift logger
P41E0043,2016-04-15,drift logger
P41E0043,2016-04-16,drift logger
P41E0043,2016-04-17,drift logger
P41E0043,2016-04-18,drift logger
P41E0043,2016-04-19,drift logger
P41E0043,2016-04-20,drift logger
P41E0043,2016-04-21,drift logger
P41E0043,2016-04-22,drift logger
P41E0043,2016-04-23,drift logger
P41E0043,2016-04-24,drift logger
P41E0043,2016-04-25,drift logger
P41E0043,2016-04-26,drift logger
P41E0043,2016-04-27,drift logger
P41E0043,2016-04-28,drift logger
P41E0043,2016-04-29,drift logger
P41E0043,2016-04-30,drift logger
P41E0043,2016-05-01,drift logger
P41E0043,2016-05-02,drift logger
P41E0043,2016-05-03,drift logger
P41E0043,2016-05-04,drift logger
P41E0043,2016-05-05,drift logger
P41E0043,2016-05-06,drift logger
P41E0043,2016-05-07,drift logger
P41E0043,2016-05-08,drift logger
P41E0043,2016-05-09,drift logger
P41E0043,2016-05-10,drift logger
P41E0043,2016-05-11,drift logger
P41E0043,2016-05-12,droog
P41E0043,2016-05-13,droog
P41E0043,2016-05-14,droog
P41E0043,2016-05-15,droog
P41E0043,2016-05-16,droog
P41E0043,2016-05-17,droog
P41E0043,2016-05-18,droog
P41E0043,2016-05-19,droog
P41E0043,2016-05-20,droog
P41E0043,2016-05-21,droog
P41E0043,2016-05-22,droog
P41E0043,2016-05-23,droog
P41E0043,2016-05-24,droog
P41E0043,2016-05-25,droog
P41E0043,2016-05-26,droog
P41E0043,2016-05-27,droog
P41E0043,2016-05-28,droog
P41E0043,2016-05-29,droog
P41E0043,2016-05-30,droog
P41E0043,2016-05-31,drift logger
P41E0043,2016-06-01,drift logger
P41E0043,2016-06-02,drift logger
P41E0043,2016-06-03,drift logger
P41E0043,2016-06-04,drift logger
P41E0043,2016-06-05,drift logger
P41E0043,2016-06-06,drift logger
P41E0043,2016-06-07,drift logger
P41E0043,2016-06-08,drift logger
P41E0043,2016-06-09,drift logger
P41E0043,2016-06-10,drift logger
P41E0043,2016-06-11,droog
P41E0043,2016-06-12,droog
P41E0043,2016-06-13,drift logger
P41E0043,2016-06-14,drift logger
P41E0043,2016-06-15,drift logger
P41E0043,2016-06-16,drift logger
P41E0043,2016-06-17,drift logger
P41E0043,2016-06-18,drift logger
P41E0043,2016-06-19,drift logger
P41E0043,2016-06-20,drift logger
P41E0043,2016-06-21,drift logger
P41E0043,2016-06-22,drift logger
P41E0043,2016-06-23,drift logger
P41E0043,2016-06-24,drift logger
P41E0043,2016-06-25,drift logger
P41E0043,2016-06-26,drift logger
P41E0043,2016-06-27,drift logger
P41E0043,2016-06-28,drift logger
P41E0043,2016-06-29,drift logger
P41E0043,2016-06-30,drift logger
P41E0043,2016-07-01,drift logger
P41E0043,2016-07-02,drift logger
P41E0043,2016-07-03,drift logger
P41E0043,2016-07-04,drift logger
P41E0043,2016-07-05,drift logger
P41E0043,2016-07-06,drift logger
P41E0043,2016-07-07,drift logger
P41E0043,2016-07-08,drift logger
P41E0043,2016-07-09,drift logger
P41E0043,2016-07-10,drift logger
P41E0043,2016-07-11,drift logger
P41E0043,2016-07-12,drift logger
P41E0043,2016-07-13,drift logger
P41E0043,2016-07-14,drift logger
P41E0043,2016-07-15,drift logger
P41E0043,2016-07-16,drift logger
P41E0043,2016-07-17,drift logger
P41E0043,2016-07-18,drift logger
P41E0043,2016-07-19,drift logger
P41E0043,2016-07-20,drift logger
P41E0043,2016-07-21,drift logger
P41E0043,2016-07-22,drift logger
P41E0043,2016-07-23,drift logger
P41E0043,2016-07-24,drift logger
P41E0043,2016-07-25,drift logger
P41E0043,2016-07-26,drift logger
P41E0043,2016-07-27,drift logger
P41E0043,2016-07-28,drift logger
P41E0043,2016-07-29,drift logger
P41E0043,2016-07-30,drift logger
P41E0043,2016-07-31,drift logger
P41E0043,2016-08-01,drift logger
P41E0043,2016-08-02,drift logger
P41E0043,2016-08-03,drift logger
P41E0043,2016-08-04,drift logger
P41E0043,2016-08-05,drift logger
P41E0043,2016-08-06,drift logger
P41E0043,2016-08-07,drift logger
P41E0043,2016-08-08,drift logger
P41E0043,2016-08-09,drift logger
P41E0043,2016-08-10,drift logger
P41E0043,2016-08-11,drift logger
P41E0043,2016-08-12,drift logger
P41E0043,2016-08-13,drift logger
P41E0043,2016-08-14,drift logger
P41E0043,2016-08-15,drift logger
P41E0043,2016-08-16,drift logger
P41E0043,2016-08-17,drift logger
P41E0043,2016-08-18,drift logger
P41E0043,2016-08-19,droog
P41E0043,2016-08-20,drift logger
P41E0043,2016-08-21,droog
P41E0043,2016-08-22,drift logger
P41E0043,2016-08-23,drift logger
P41E0043,2016-08-24,drift logger
P41E0043,2016-08-25,drift logger
P41E0043,2016-08-26,drift logger
P41E0043,2016-08-27,drift logger
P41E0043,2016-08-28,drift logger
P41E0043,2016-08-29,droog
P41E0043,2016-08-30,droog
P41E0043,2016-08-31,droog
P41E0043,2016-09-01,droog
P41E0043,2016-09-02,droog
P41E0043,2016-09-03,droog
P41E0043,2016-09-04,droog
P41E0043,2016-09-05,droog
P41E0043,2016-09-06,droog
P41E0043,2016-09-07,droog
P41E0043,2016-09-08,droog
P41E0043,2016-09-09,droog
P41E0043,2016-09-10,droog
P41E0043,2016-09-11,droog
P41E0043,2016-09-12,droog
P41E0043,2016-09-13,droog
P41E0043,2016-09-14,droog
P41E0043,2016-09-15,droog
P41E0043,2016-09-16,droog
P41E0043,2016-09-17,droog
P41E0043,2016-09-18,droog
P41E0043,2016-09-19,droog
P41E0043,2016-09-20,droog
P41E0043,2016-09-21,droog
P41E0043,2016-09-22,droog
P41E0043,2016-09-23,droog
P41E0043,2016-09-24,droog
P41E0043,2016-09-25,droog
P41E0043,2016-09-26,droog
P41E0043,2016-09-27,droog
P41E0043,2016-09-28,droog
P41E0043,2016-09-29,droog
P41E0043,2016-09-30,droog
P41E0043,2016-10-01,droog
P41E0043,2016-10-02,droog
P41E0043,2016-10-03,droog
P41E0043,2016-10-04,droog
P41E0043,2016-10-05,droog
P41E0043,2016-10-06,droog
P41E0043,2016-10-07,droog
P41E0043,2016-10-08,droog
P41E0043,2016-10-09,droog
P41E0043,2016-10-10,droog
P41E0043,2016-10-11,droog
P41E0043,2016-10-12,droog
P41E0043,2016-10-13,droog
P41E0043,2016-10-14,droog
P41E0043,2016-10-15,droog
P41E0043,2016-10-16,droog
P41E0043,2016-10-17,droog
P41E0043,2016-10-18,droog
P41E0043,2016-10-19,droog
P41E0043,2016-10-20,droog
P41E0043,2016-10-21,droog
P41E0043,2016-10-22,droog
P41E0043,2016-10-23,droog
P41E0043,2016-10-24,droog
P41E0043,2016-10-25,droog
P41E0043,2016-10-26,droog
P41E0043,2016-10-27,droog
P41E0043,2016-10-28,droog
P41E0043,2016-10-29,droog
P41E0043,2016-10-30,droog
P41E0043,2016-10-31,droog
P41E0043,2016-11-01,droog
P41E0043,2016-11-02,droog
P41E0043,2016-11-03,droog
P41E0043,2016-11-04,droog
P41E0043,2016-11-05,droog
P41E0043,2016-11-06,droog
P41E0043,2016-11-07,droog
P41E0043,2016-11-08,droog
P41E0043,2016-11-09,droog
P41E0043,2016-11-10,droog
P41E0043,2016-11-11,drift logger
P41E0043,2016-11-12,drift logger
P41E0043,2016-11-13,drift logger
P41E0043,2016-11-14,drift logger
P41E0043,2016-11-15,drift logger
P41E0043,2016-11-16,drift logger
P41E0043,2016-11-17,drift logger
P41E0043,2016-11-18,drift logger
P41E0043,2016-11-19,drift logger
P41E0043,2016-11-20,drift logger
P41E0043,2016-11-21,drift logger
P41E0043,2016-11-22,drift logger
P41E0043,2016-11-23,drift logger
P41E0043,2016-11-24,drift logger
P41E0043,2016-11-25,drift logger
P41E0043,2016-11-26,drift logger
P41E0043,2016-11-27,drift logger
P41E0043,2016-11-28,drift logger
P41E0043,2016-11-29,drift logger
P41E0043,2016-11-30,drift logger
P41E0043,2016-12-01,drift logger
