location,date,remark
P01H0002,2016-01-26,Gestopt met de opnames
P02G0011,2016-09-20,8?
P02G0011,2017-05-23,15?
P02G0011,2018-05-22,7.5?
P02G0013,2016-08-22,128=meterfout
P04G0001,2013-02-28,Kroon's Polders Water afgelaten op 20-02
P05H0004,2005-10-27,Schaal verdwenen
P05H0005,2002-09-30,peilschaal verdwenen
P05H0005,2002-10-15,peilschaal verdwenen
P05H0005,2002-10-28,peilschaal verdwenen
P06A0006,1997-10-15,Schaal stuk
P06A0006,1997-10-30,Schaal stuk
P06A0007,2012-03-14,Schaal weg
P06A0007,2012-03-27,Schaal weg
P06B0001,1993-08-28,Verlof
P06B0001,1995-10-16,Werkzaamheden.schaal niet af te lezen
P06B0004,2001-03-14,MKZ
P06B0004,2001-03-28,MKZ
P06B0004,2001-04-14,MKZ
P06B0004,2001-04-28,MKZ
P06B0004,2001-05-14,MKZ
P06B0004,2002-02-14,Geen gegevens
P06B0004,2002-02-28,Geen gegevens
P06B0004,2007-12-14,Geen gegevens
P06B0004,2007-12-28,Geen gegevens
P06B0006,2007-01-10,Kapot
P06B0006,2007-01-28,Kapot
P06C0002,1997-04-15,onwaarschijnlijke waarde van 196 cm
P06C0004,2011-12-14,Schaal weg
P06C0004,2011-12-28,Schaal weg
P06D0010,2002-01-28,Peilschaal onder water
P06D0010,2002-02-28,terein onder water
P06D0010,2004-12-28,vakantie
P06D0010,2005-01-14,onder water
P06D0010,2005-01-25,onder water
P06D0013,2006-06-27,orginele opname: 251 mp
P06D0014,2008-11-14,overstort SBB
P06D0014,2008-11-26,overstort SBB
P06D0014,2008-12-28,vakantie
P06D0014,2009-01-14,overstort SBB
P06D0014,2009-01-28,overstort SBB
P06D0014,2009-02-26,Stuw SBB
P06D0014,2009-03-30,Stuw SBB
P06D0016,2015-08-28,Niet bereikbaar. Gestopt met de opnames
P06E0005,2012-02-15,lucht
P06E0005,2012-02-16,lucht
P06E0005,2012-02-17,lucht
P06E0005,2012-02-18,lucht
P06E0005,2012-02-19,lucht
P06E0005,2012-02-20,lucht
P06E0005,2012-02-21,lucht
P06E0005,2012-02-22,lucht
P06E0005,2012-02-23,lucht
P06E0005,2012-02-24,lucht
P06E0005,2012-02-25,lucht
P06E0005,2012-02-26,lucht
P06E0005,2012-02-27,lucht
P06E0005,2012-02-28,lucht
P06E0005,2012-02-29,lucht
P06E0005,2012-03-01,lucht
P06E0005,2012-03-02,lucht
P06E0005,2012-03-03,lucht
P06E0005,2012-03-04,lucht
P06E0005,2012-03-05,lucht
P06E0005,2012-03-06,lucht
P06E0005,2012-03-07,lucht
P06E0005,2012-03-08,lucht
P06E0005,2012-03-09,lucht
P06E0005,2012-03-10,lucht
P06E0005,2012-03-11,lucht
P06E0005,2012-03-12,lucht
P06E0005,2012-03-13,lucht
P06E0005,2012-03-14,lucht
P06E0005,2012-03-15,lucht
P06E0005,2012-03-16,lucht
P06E0005,2014-10-17,foute meting
P06E0005,2014-10-18,foute meting
P06E0005,2014-10-19,foute meting
P06E0005,2014-10-20,foute meting
P06E0005,2014-10-21,foute meting
P06E0005,2014-10-22,foute meting
P06E0005,2014-10-23,foute meting
P06E0005,2014-10-24,foute meting
P06E0005,2014-10-25,foute meting
P06E0005,2014-10-26,foute meting
P06E0005,2014-10-27,foute meting
P06G0009,1997-01-28,Geen gegevens
P06G0009,1997-02-14,Geen gegevens
P06G0009,1997-02-28,Geen gegevens
P06G0009,1997-03-14,Geen gegevens
P06G0009,1998-10-27,Onbereikbaar ivm hoog water
P06G0009,1999-03-29,100 jarig bestaan SBB
P06G0009,1999-06-16,Inmeten kadaster
P06G0009,1999-08-12,Vakantie
P06G0009,1999-09-14,Besturendag
P06G0009,2001-03-14,MKZ
P06G0009,2001-03-28,MKZ
P06G0009,2001-04-14,MKZ
P06G0009,2001-04-28,MKZ
P06G0009,2001-07-16,Geen gegevens
P06G0009,2001-07-30,Geen gegevens
P06G0009,2002-12-28,Verlof
P06G0009,2007-12-14,Geen gegevens
P06G0009,2007-12-28,Geen gegevens
P06G0009,2009-12-28,Gestopt met de opnames
P06G0011,1997-01-14,Geen gegevens
P06G0011,1997-01-28,Geen gegevens
P06G0011,1997-02-14,Geen gegevens
P06G0011,1997-02-28,Geen gegevens
P06G0011,1997-03-14,Geen gegevnes
P06G0011,1999-03-29,100 jarig SBB
P06G0011,1999-06-16,Inmeten kadaster
P06G0011,1999-08-12,Vakantie
P06G0011,1999-09-14,Besturendag
P06G0011,2001-03-14,MKZ
P06G0011,2001-03-28,MKZ
P06G0011,2001-04-14,MKZ
P06G0011,2001-04-28,MKZ
P06G0011,2001-06-28,Personeelsgebrek
P06G0011,2001-07-16,Vakantie
P06G0011,2002-12-28,Verlof
P06G0011,2004-08-12,Geen gegevens
P06G0011,2004-08-27,Geen gegevens
P06G0011,2007-12-14,Geen gegevens
P06G0011,2007-12-28,Geen gegevens
P06G0013,2003-11-14,Verdwenen
P06G0013,2003-11-28,Verdwenen
P06G0014,2002-09-14,Defect
P06G0014,2002-09-28,Defect
P06G0014,2002-10-14,Defect
P06G0014,2002-10-28,Defect
P06G0014,2002-11-14,Defect
P06G0014,2002-11-28,Defect
P06G0014,2002-12-14,Defect
P06G0014,2002-12-28,Defect
P06G0015,2005-04-14,Geen gegevens
P06G0015,2005-04-28,Geen gegevens
P07D0001,2000-07-14,Vakantie
P07D0001,2000-07-28,Vakantie
P07D0001,2000-12-28,Vakantie
P07D0001,2001-03-28,MKZ
P07D0001,2001-04-14,MKZ
P07D0001,2001-04-28,MKZ
P07D0001,2001-05-14,MKZ
P07D0001,2001-05-28,MKz
P07D0001,2001-06-14,MKZ
P07D0001,2001-06-28,MKZ
P07D0001,2001-07-14,MKZ
P07D0001,2001-07-28,MKZ
P07D0001,2001-08-14,MKZ
P07D0001,2001-08-28,MKZ
P07D0001,2001-12-28,Onbereikbaar door hoge waterstand
P07D0001,2002-01-28,Onbereikbaar door hoge waterstand
P07D0001,2002-04-28,Verlof
P07D0001,2002-05-14,Gegevens zoek.wel opgenomen
P07D0001,2002-05-28,Gegevens zoek.wel opgenomen
P07D0001,2002-07-14,Gegevens zoek.wel opgenomen
P07D0001,2002-07-28,Gegevens zoek.wel opgenomen
P07D0001,2002-12-28,Verlof
P07D0001,2004-08-28,Weg afgesloten door werkzaamheden
P07D0001,2004-09-28,Weg afgesloten door werkzaamheden
P07D0001,2004-10-28,Weg afgesloten door werkzaamheden
P07D0001,2004-11-28,Weg afgesloten door werkzaamheden
P07D0001,2004-12-28,Verlof
P07D0002,2000-07-14,Vakantie
P07D0002,2000-07-28,Vakantie
P07D0002,2000-12-28,Vakantie
P07D0002,2001-03-28,MKZ
P07D0002,2001-04-14,MKZ
P07D0002,2001-04-28,MKZ
P07D0002,2001-05-14,MKZ
P07D0002,2001-05-28,MKZ
P07D0002,2001-06-14,MKZ
P07D0002,2001-06-28,MKZ
P07D0002,2001-07-14,MKZ
P07D0002,2001-07-28,MKZ
P07D0002,2001-08-14,MKZ
P07D0002,2001-08-28,MKZ
P07D0002,2001-12-28,Vakantie
P07D0002,2002-01-28,Onbereikbaar door hoge waterstand
P07D0002,2002-04-28,Verlof
P07D0002,2002-05-14,Gegevens zoek wel opgenomen
P07D0002,2002-05-28,Gegevens zoek wel opgenomen
P07D0002,2002-07-14,Gegevens zoek wel opgenomen
P07D0002,2002-07-28,Gegevens zoek wel opgenomen
P07D0002,2002-10-14,Stier in de wei
P07D0002,2002-11-14,Stier in de wei
P07D0002,2002-11-28,Stier in de wei
P07D0002,2002-12-28,Verlof
P07D0002,2004-01-14,Weg afgesloten door werkzaamheden
P07D0002,2004-08-28,Weg afgesloten door werkzaamheden
P07D0002,2004-09-28,Weg afgesloten door werkzaamheden
P07D0002,2004-10-28,Weg afgesloten door werkzaamheden
P07D0002,2004-11-28,Weg afgesloten door werkzaamheden
P07D0002,2004-12-28,Verlof
P07D0008,2020-08-15,Zelf gat gegraven bij peilstok. Stond droog.
P07D0009,2020-08-15,Schatting.zelf kuil gegraven.stond droog.
P07D0010,2020-08-15,Schatting. Meetpunt stond droog.gat gegraven.
P07D0012,2010-11-29,ijsstand
P07D0012,2010-12-14,ijsstand
P07D0012,2010-12-28,ijsstand
P07G0002,1987-12-14,Geen gegevens
P07G0007,1987-12-14,Geen gegevens
P07G0008,1987-12-14,Geen gegevens
P07G0009,1987-12-14,Geen gegevens
P07G0038,2012-04-16,naast A.Buist
P07G0038,2012-04-27,naast A.Buist
P07G0038,2012-05-14,naast A.Buist
P07G0038,2012-05-29,naast A.Buist
P07G0038,2012-06-14,naast A.Buist
P07G0038,2012-06-27,naast A.Buist
P07G0038,2012-07-13,naast A.Buist
P07G0038,2012-07-30,naast A.Buist
P07G0038,2012-08-14,naast A.Buist
P07G0038,2012-08-28,naast A.Buist
P07G0038,2012-09-14,naast A.Buist
P07G0038,2012-12-14,naast A.Buist
P07G0038,2012-12-30,naast A.Buist
P07G0038,2013-01-16,ijsstand
P07G0038,2013-01-29,naast A.Buist
P07G0038,2013-02-14,naast A. Buist
P07G0038,2013-02-27,naast A. Buist
P07G0038,2013-05-15,naast A. Buist
P07G0038,2013-05-29,naast A. Buist
P07G0038,2013-06-14,naast A.Buist
P07G0038,2013-06-26,naast A.Buist
P07G0038,2013-07-14,naast A.Buist
P07G0038,2013-07-29,naast A.Buist
P07G0038,2013-08-14,naast A.Buist
P07G0038,2013-08-28,naast A.Buist
P07G0038,2013-09-14,naast A.Buist
P07G0038,2013-09-27,naast A.Buist
P07G0038,2013-10-30,naast A.Buist
P07G0038,2013-11-13,naast A.Buist
P07G0038,2013-11-27,naast A.Buist
P07G0038,2013-12-13,naast A.Buist
P07G0038,2013-12-29,naast A.Buist
P07G0038,2014-01-15,naast A.Buist
P07G0038,2014-02-12,naast A.Buist
P07G0038,2014-02-26,naast A.Buist
P07G0038,2014-03-12,naast A.Buist
P07G0038,2014-03-27,naast A.Buist
P07G0038,2014-04-16,naast A.Buist
P07G0038,2014-04-28,naast A.Buist
P07G0038,2014-05-14,niet echt gemeten (27 mei) vanwege daar liggende
P07G0038,2014-05-27,niet echt gemeten (27 mei) vanwege daar liggende
P07G0039,2013-01-16,ijsstand
P07G0040,2013-01-16,ijsstand
P07G0040,2013-12-13,63 is afleesfout
P09B0009,2015-04-13,duiker verstopt. Open gemaakt. Peil zakt enorm.
P09B0009,2015-04-29,duiker verstopt. Open gemaakt. Peil zakt enorm.
P09B0076,2020-08-14,Droog
P09B0096,2014-09-29,mogelijk drooggevallen
P09B0097,2014-09-29,mogelijk drooggevallen
P09B0098,2014-09-29,mogelijk drooggevallen
P09B0100,2014-09-29,mogelijk droog op 70 cm
P09B0100,2015-04-13,ALPHA HOTEL resp 81 en 88
P09B0100,2015-04-29,ALPHA HOTEL resp 81 en 88
P09D0025,2012-01-30,ijsstand
P09D0025,2012-02-13,ijsstand
P09D0025,2016-08-29,ca 3 cm
P09D0025,2016-09-12,ca 5 cm
P09D0025,2016-12-05,droog op 281
P09D0025,2017-07-18,24-jul-17 peil ca. 231 NAP.indirecte meting
P09D0025,2017-08-14,droog op circa 196 cm +NAP
P09D0025,2017-08-29,droog op circa 196 cm +NAP
P10D0001,1993-04-28,Vakantie
P10D0001,1993-10-14,Ziekte
P10D0001,1994-04-28,Vakantie
P10D0001,1994-08-14,Verhuizing en vakantie
P10D0001,1994-08-28,Vakantie en verhuizing
P10D0001,1994-12-14,Geen tijd
P10D0001,1994-12-28,Vakantie
P10D0002,1993-04-28,Vakantie
P10D0002,1993-10-14,Ziekte
P10D0002,1994-04-28,Vakantie
P10D0002,1994-08-14,Vakantie
P10D0002,1994-08-28,Vakantie
P10D0002,1994-12-14,Geen tijd
P10D0002,1994-12-28,Vakantie
P10D0002,1995-01-25,Peilpunt verwijderd.2e opname gerepareerd
P10D0003,1993-04-28,Vakantie
P10D0003,1993-10-14,Ziekte
P10D0003,1994-04-28,Vakantie
P10D0003,1994-08-14,Vakantie
P10D0003,1994-08-28,Vakantie
P10D0003,1994-12-14,Geen tijd
P10D0003,1994-12-28,Vakantie
P10D0004,2002-06-26,Geen tijd vakantieperiode
P10D0004,2002-07-28,Geen tijd.vakantieperiode
P10D0004,2002-08-14,Geen tijd.vakantieperiode
P10D0004,2002-08-28,Geen tijd.vakantieperiode
P10D0004,2002-09-14,Te weinig personeel
P10D0004,2002-09-28,Te weinig personeel
P10D0004,2002-10-15,Â´Te weinig personeel
P10D0004,2002-10-30,Te weinig personeel
P10D0004,2002-12-15,Vakantie
P10D0004,2003-07-25,Vakantieperiode.te weinig personeel
P10D0004,2005-03-14,Geen gegevens
P10D0004,2005-03-28,Geen gegevens
P10D0004,2007-01-14,Geen gegevens
P10D0004,2007-01-28,Geen gegevens
P10D0004,2008-03-14,Gegevens zoek
P10D0004,2008-03-28,Gegevens zoek
P10D0004,2008-04-14,Gegevens zoek
P10D0004,2008-04-28,Gegevens zoek
P10D0004,2008-05-14,Gegevens zoek
P10D0004,2008-05-28,Gegevens zoek
P10D0004,2008-06-14,Gegevens zoek
P10D0004,2008-10-14,Gegevens zoek
P10D0004,2008-10-28,Gegevens zoek
P10D0004,2008-11-14,Gegevens zoek
P10D0004,2008-11-28,Gegevens zoek
P10D0004,2008-12-14,Gegevens zoek
P10D0004,2008-12-28,Gegevens zoek
P10D0004,2009-01-14,Gegevens zoek
P10D0004,2009-01-28,Gegevens zoek
P10D0004,2009-02-14,Gegevens zoek
P10D0004,2009-02-28,Gegevens zoek
P10G0001,1993-10-13,Ziekte en andere werkzaamheden
P10G0001,1994-04-28,Vakantie en cursus
P10G0001,1994-08-14,Vakantie en verhuizing
P10G0001,1994-08-28,Vakantie en verhuizing
P10G0001,1994-12-28,Vakantie
P10G0001,2001-02-15,NAP schaal Waterschap
P10G0001,2001-03-14,MKZ
P10G0001,2001-03-28,MKZ
P10G0001,2001-04-14,MKZ
P10G0001,2001-04-28,MKZ
P10G0001,2001-05-14,MKZ
P10G0001,2001-05-28,MKZ
P10G0001,2002-02-14,Andere werkzaamheden
P10G0001,2002-04-12,andere werkzaamheden
P10G0001,2002-04-26,Andere werkzaamheden
P10G0001,2002-06-13,Vergeten
P10G0001,2002-06-28,Vergeten
P10G0001,2002-07-25,Vakantie
P10G0001,2002-08-14,Vakantie
P10G0001,2002-08-29,Beweiding stier
P10G0001,2002-09-14,Te weinig personeel
P10G0001,2002-09-28,Te weinig personeel
P10G0001,2002-10-15,Stier
P10G0001,2002-10-28,Stier
P10G0001,2002-11-15,Stier
P10G0001,2002-11-30,Stier
P10G0001,2002-12-30,Te weinig mensen
P10G0001,2003-01-15,Vergeten
P10G0001,2003-02-13,Vergeten
P10G0001,2003-02-27,Vergeten
P10G0001,2003-03-12,Vergeten
P10G0001,2003-06-11,Stier
P10G0001,2003-07-01,Stier
P10G0001,2003-07-11,Vakantieperiode.te weinig personeel
P10G0001,2003-07-28,Vakantieperiode.te weinig personeel
P10G0001,2003-09-12,Stier
P10G0001,2003-09-30,Stier
P10G0001,2003-10-30,Tijdgebrek
P10G0001,2003-12-28,Verlof
P10G0001,2005-12-14,Geen tijd
P10G0001,2005-12-28,Geen tijd
P10G0001,2006-08-14,Velof
P10G0001,2006-08-30,Verlof
P10G0001,2006-12-28,Verlof
P10G0001,2007-01-14,Gegevens zoek
P10G0001,2007-01-28,Gegevens zoek
P10G0001,2007-12-28,Gestopt met de opnames
P10H0002,1992-12-28,Vakantie
P10H0014,2000-06-28,Ziekte
P10H0014,2000-07-14,Geen gegevens
P10H0014,2000-07-28,Geen gegevens
P10H0014,2001-03-14,MKZ
P10H0014,2001-03-28,MKZ
P10H0014,2001-04-14,MKZ
P10H0014,2001-04-28,MKZ
P10H0014,2006-12-28,Gestopt met de opnames
P10H0016,2000-07-14,Geen gegevens
P10H0016,2000-07-28,Geen gegevens
P10H0016,2001-03-14,MKZ
P10H0016,2001-03-28,MKZ
P10H0016,2001-04-14,MKZ
P10H0016,2001-04-28,MKZ
P10H0018,2000-07-14,Geen Gegevens
P10H0018,2000-07-28,Geen gegevens
P10H0020,2000-07-14,Geen gegevens
P10H0020,2000-07-28,Geen gegevens
P10H0020,2001-03-14,MKZ
P10H0020,2001-03-28,MKZ
P10H0020,2001-04-14,MKZ
P10H0020,2001-04-28,MKZ
P10H0022,1995-04-13,Gestopt met de opnames
P10H0024,1995-04-13,Gestopt met de opnames
P10H0026,1995-04-13,Gestopt met de opnames
P10H0028,1998-10-30,Wegens hoog water niet te komen
P10H0028,2000-07-14,Geen gegevens
P10H0028,2000-07-28,Geen gegevens
P10H0028,2001-03-14,MKZ
P10H0028,2001-03-28,MKZ
P10H0028,2001-04-14,MKZ
P10H0028,2001-04-28,MKZ
P10H0030,1993-09-15,Gemaal stond aan
P10H0030,1993-09-27,Gemaal stond aan
P10H0030,1993-10-14,ziekte en andere werkzaamheden.geen boot
P10H0030,1993-10-28,Ziekte en andere werkzaamheden.geen boot
P10H0030,1994-02-15,IJs.kon niet met de boot varen
P10H0030,1994-02-28,IJs.kon niet met de boot varen
P10H0030,1994-04-28,Vakantie en cursus
P10H0030,1994-08-28,Verhuizing
P10H0030,1994-12-28,Vakantie
P10H0030,1995-01-27,Gemaal stond aan
P10H0031,1993-09-15,Gemaal stond aan
P10H0031,1993-09-27,Gemaal stond aan
P10H0031,1993-10-14,Ziekte en andere werkzaamheden.geen boot
P10H0031,1993-10-28,Ziekte en andere werkzaamheden.geen boot
P10H0031,1994-02-15,IJs.kon niet met de boot varen
P10H0031,1994-02-28,IJs.kon niet met de boot varen
P10H0031,1994-04-28,Vakantie en cursus
P10H0031,1994-08-28,Verhuizing
P10H0031,1994-12-28,Vakantie
P10H0031,1995-01-27,Gemaal stond aan
P10H0032,1993-09-15,Gemaal stond aan
P10H0032,1993-10-14,Ziekte en andere werkzaamheden.geen boot
P10H0032,1993-10-28,Ziekte en andere werkzaamheden.geen boot
P10H0032,1994-02-15,IJs.kon niet varen
P10H0032,1994-02-28,IJs.kon niet varen
P10H0032,1994-04-28,Vakantie en cursus
P10H0032,1994-08-28,Verhuizing
P10H0032,1994-09-15,Vergeten
P10H0032,1994-12-28,Vakantie
P10H0035,1993-03-14,Voor deze datum niet opgenomen
P10H0035,1993-03-30,Voor deze datum niet opgenomen
P10H0037,1994-01-14,Nooit opgenomen. Is deze er wel geweest?
P10H0038,1995-07-28,Ziekte en drukke werkzaamheden
P10H0038,1995-11-28,Ziekte
P10H0038,2000-07-14,Geen gegevens
P10H0038,2000-07-28,Geen gegevens
P10H0039,2007-07-06,TM-Fr.
P10H0039,2007-07-07,TM-Fr.
P10H0039,2007-07-08,TM-Fr.
P10H0039,2007-07-09,TM-Fr.
P10H0039,2007-07-10,TM-Fr.
P10H0039,2007-07-11,TM-Fr.
P10H0039,2007-07-12,TM-Fr.
P10H0039,2007-07-13,TM-Fr.
P10H0039,2007-07-14,TM-Fr.
P10H0039,2007-07-15,TM-Fr.
P10H0039,2007-07-16,TM-Fr.
P10H0039,2007-07-17,TM-Fr.
P10H0039,2007-07-18,TM-Fr.
P10H0039,2007-07-19,TM-Fr.
P10H0039,2007-07-20,TM-Fr.
P10H0039,2007-07-21,TM-Fr.
P10H0039,2007-07-22,TM-Fr.
P10H0039,2007-07-23,TM-Fr.
P10H0039,2007-07-24,TM-Fr.
P10H0039,2007-07-25,TM-Fr.
P10H0039,2007-07-26,TM-Fr.
P10H0039,2007-07-27,TM-Fr.
P10H0039,2007-07-28,TM-Fr.
P10H0039,2007-07-29,TM-Fr.
P10H0039,2007-07-30,TM-Fr.
P10H0039,2007-07-31,TM-Fr.
P10H0039,2007-08-01,TM-Fr.
P10H0039,2007-08-02,TM-Fr.
P10H0039,2007-08-03,TM-FR
P10H0039,2007-08-04,TM-FR
P10H0039,2007-08-05,TM-FR
P10H0039,2007-08-06,TM-FR
P10H0039,2007-08-07,TM-FR
P10H0039,2007-08-08,TM-FR
P10H0039,2007-08-09,TM-FR
P10H0039,2007-08-10,TM-FR
P10H0039,2007-08-11,TM-FR
P10H0039,2007-08-12,TM-FR
P10H0039,2007-08-13,TM-FR
P10H0039,2007-08-14,TM-FR
P10H0039,2007-08-15,TM-FR
P10H0039,2007-08-16,TM-FR
P10H0039,2007-08-17,TM-FR
P10H0039,2007-08-18,TM-FR
P10H0039,2007-08-19,TM-FR
P10H0039,2007-08-20,TM-FR
P10H0039,2007-08-21,TM-FR
P10H0039,2007-08-22,TM-FR
P10H0039,2007-08-23,TM-FR
P10H0039,2007-08-24,TM-FR
P10H0039,2007-08-25,TM-FR
P10H0039,2007-08-26,TM-FR
P10H0039,2007-08-27,TM-FR
P10H0039,2007-08-28,TM-FR
P10H0039,2007-08-29,TM-FR
P10H0039,2007-08-30,TM-FR
P10H0039,2007-08-31,TM-FR
P10H0039,2007-09-01,TM-FR
P10H0039,2007-09-02,TM-FR
P10H0039,2007-09-03,TM-FR
P10H0039,2007-09-04,TM-FR
P10H0039,2007-09-05,TM-FR
P10H0039,2007-09-06,TM-FR
P10H0039,2007-09-07,TM-FR
P10H0039,2007-09-08,TM-FR
P10H0039,2007-09-09,TM-FR
P10H0039,2007-09-10,TM-FR
P10H0039,2007-09-11,TM-FR
P10H0039,2007-09-12,TM-FR
P10H0039,2007-09-13,TM-FR
P10H0039,2007-09-14,TM-FR
P10H0039,2007-09-15,TM-FR
P10H0039,2007-09-16,TM-FR
P10H0039,2007-09-17,TM-FR
P10H0039,2007-09-18,TM-FR
P10H0039,2007-09-19,TM-FR
P10H0039,2007-09-20,TM-FR
P10H0039,2007-09-21,TM-FR
P10H0039,2007-09-22,TM-FR
P10H0039,2007-09-23,TM-FR
P10H0039,2007-09-24,TM-FR
P10H0039,2007-09-25,TM-FR
P10H0039,2007-09-26,TM-FR
P10H0039,2007-09-27,TM-FR
P10H0039,2007-09-28,TM-FR
P10H0039,2007-09-29,TM-FR
P10H0039,2007-09-30,TM-FR
P10H0039,2007-10-01,TM-FR
P10H0039,2007-10-02,TM-FR
P10H0039,2007-10-03,TM-FR
P10H0039,2007-10-04,TM-FR
P10H0039,2007-10-05,TM-FR
P10H0039,2007-10-06,TM-FR
P10H0039,2007-10-07,TM-FR
P10H0039,2007-10-08,TM-FR
P10H0039,2007-10-09,TM-FR
P10H0039,2007-10-10,TM-FR
P10H0039,2007-10-11,TM-FR
P10H0039,2007-10-12,TM-FR
P10H0039,2007-10-13,TM-FR
P10H0039,2007-10-14,TM-FR
P10H0039,2007-10-15,TM-FR
P10H0039,2007-10-16,TM-FR
P10H0039,2007-10-17,TM-FR
P10H0039,2007-10-18,TM-FR
P10H0039,2007-10-19,TM-FR
P10H0039,2007-10-20,TM-FR
P10H0039,2007-10-21,TM-FR
P10H0039,2007-10-22,TM-FR
P10H0039,2007-10-23,TM-FR
P10H0039,2007-10-24,TM-FR
P10H0039,2007-10-25,TM-FR
P10H0039,2007-10-26,TM-FR
P10H0039,2007-10-27,TM-FR
P10H0039,2007-10-28,TM-FR
P10H0039,2007-10-29,TM-FR
P10H0039,2007-10-30,TM-FR
P10H0039,2007-10-31,TM-FR
P10H0039,2007-11-01,TM-FR
P10H0039,2007-11-02,TM-FR
P10H0039,2007-11-03,TM-FR
P10H0039,2007-11-04,TM-FR
P10H0039,2007-11-05,TM-FR
P10H0039,2007-11-06,TM-FR
P10H0039,2007-11-07,TM-FR
P10H0039,2007-11-08,TM-FR
P10H0039,2007-11-09,TM-FR
P10H0039,2007-11-10,TM-FR
P10H0039,2007-11-11,TM-FR
P10H0039,2007-11-12,TM-FR
P10H0039,2007-11-13,TM-FR
P10H0039,2007-11-14,TM-FR
P10H0039,2007-11-15,TM-FR
P10H0039,2007-11-16,TM-FR
P10H0039,2007-11-17,TM-FR
P10H0039,2007-11-18,TM-FR
P10H0039,2007-11-19,TM-FR
P10H0039,2007-11-20,TM-FR
P10H0039,2007-11-21,TM-FR
P10H0039,2007-11-22,TM-FR
P10H0039,2007-11-23,TM-FR
P10H0039,2007-11-24,TM-FR
P10H0039,2007-11-25,TM-FR
P10H0039,2007-11-26,TM-FR
P10H0039,2007-11-27,TM-FR
P10H0039,2007-11-28,TM-FR
P10H0039,2007-11-29,TM-FR
P10H0039,2007-11-30,TM-FR
P10H0039,2007-12-07,TM-FR
P10H0039,2007-12-08,TM-FR
P10H0039,2007-12-09,TM-FR
P10H0039,2007-12-10,TM-FR
P10H0039,2007-12-11,TM-FR
P10H0039,2007-12-12,TM-FR
P10H0039,2007-12-13,TM-FR
P10H0039,2007-12-14,TM-FR
P10H0039,2007-12-15,TM-FR
P10H0039,2007-12-16,TM-FR
P10H0039,2007-12-17,TM-FR
P10H0039,2007-12-18,TM-FR
P10H0039,2007-12-19,TM-FR
P10H0039,2007-12-20,TM-FR
P10H0039,2007-12-21,TM-FR
P10H0039,2007-12-22,TM-FR
P10H0039,2007-12-23,TM-FR
P10H0039,2007-12-24,TM-FR
P10H0039,2007-12-25,TM-FR
P10H0039,2007-12-26,TM-FR
P10H0039,2007-12-27,TM-FR
P10H0039,2007-12-28,TM-FR
P10H0039,2007-12-29,TM-FR
P10H0039,2007-12-30,TM-FR
P10H0039,2007-12-31,TM-FR
P10H0039,2008-01-01,TM-FR
P10H0039,2008-01-02,TM-FR
P10H0039,2008-01-03,TM-FR
P10H0039,2008-01-04,TM-FR
P10H0039,2008-01-05,TM-FR
P10H0039,2008-01-06,TM-FR
P10H0039,2008-01-07,TM-FR
P10H0039,2008-01-08,TM-FR
P10H0039,2008-01-09,TM-FR
P10H0039,2008-01-10,TM-FR
P10H0039,2008-01-11,TM-FR
P10H0039,2008-01-12,TM-FR
P10H0039,2008-01-13,TM-FR
P10H0039,2008-01-14,TM-FR
P10H0039,2008-01-15,TM-FR
P10H0039,2008-01-16,TM-FR
P10H0039,2008-01-17,TM-FR
P10H0039,2008-01-18,TM-FR
P10H0039,2008-01-19,TM-FR
P10H0039,2008-01-20,TM-FR
P10H0039,2008-01-21,TM-FR
P10H0039,2008-01-22,TM-FR
P10H0039,2008-01-23,TM-FR
P10H0039,2008-01-24,TM-FR
P10H0039,2008-01-25,TM-FR
P10H0039,2008-01-26,TM-FR
P10H0039,2008-01-27,TM-FR
P10H0039,2008-01-28,TM-FR
P10H0039,2008-01-29,TM-FR
P10H0039,2008-01-30,TM-FR
P10H0039,2008-01-31,TM-FR
P10H0039,2008-02-01,TM-FR
P10H0039,2008-02-02,TM-FR
P10H0039,2008-02-03,TM-FR
P10H0039,2008-02-04,TM-FR
P10H0039,2008-02-05,TM-FR
P10H0039,2008-02-06,TM-FR
P10H0039,2008-02-07,TM-FR
P10H0039,2008-02-08,TM-FR
P10H0039,2008-02-09,TM-FR
P10H0039,2008-02-10,TM-FR
P10H0039,2008-02-11,TM-FR
P10H0039,2008-02-12,TM-FR
P10H0039,2008-02-13,TM-FR
P10H0039,2008-02-14,TM-FR
P10H0039,2008-02-15,TM-FR
P10H0039,2008-02-16,TM-FR
P10H0039,2008-02-17,TM-FR
P10H0039,2008-02-18,TM-FR
P10H0039,2008-02-19,TM-FR
P10H0039,2008-02-20,TM-FR
P10H0039,2008-02-21,TM-FR
P10H0039,2008-02-22,TM-FR
P10H0039,2008-02-23,TM-FR
P10H0039,2008-02-24,TM-FR
P10H0039,2008-02-25,TM-FR
P10H0039,2008-02-26,TM-FR
P10H0039,2008-02-27,TM-FR
P10H0039,2008-02-28,TM-FR
P10H0039,2008-02-29,TM-FR
P10H0039,2008-03-01,TM-FR
P10H0039,2008-03-02,TM-FR
P10H0039,2008-03-03,TM-FR
P10H0039,2008-03-04,TM-FR
P10H0039,2008-03-05,TM-FR
P10H0039,2008-03-06,TM-FR
P10H0039,2008-03-07,TM-FR
P10H0039,2008-03-08,TM-FR
P10H0039,2008-03-09,TM-FR
